,med_exp,med_model,scale,med_ratio,scale_ratio,rate,rate_L95%,rate_U95%,beta,beta_L95%,beta_U95%,s,s_L95%,s_U95%,model type,lambda,lambda_L95%,lambda_U95%,scale_ratio_log2,lifespan_ratio_log2,shape_ratio_log2,med_exp_U95%,med_exp_L95%,inverse_eta,model_type,shape_exp,shape_med,med_model_L95%,med_model_U95%,shape_med_L95%,shape_med_U95%,shape_eta,scale_ratio_log2_L95%,scale_ratio_log2_U95%,lifespan_ratio_log2_L95%,lifespan_ratio_log2_U95%,shape_ratio_log2_L95%,shape_ratio_log2_U95%,rate_overlap_wt,med_exp_overlap_wt,shape_med_overlap_wt,yield_mean,yield_std
intG,101.80155972222222,100.60000000000001,6.108331392331451,1.4707602339181287,0.44546376016262995,0.16371082964742623,0.1362777581039523,0.19666625072746424,1706832.010437777,164413.2302608013,17719227.99177336,0.28616081784239306,0.2150628670090978,0.3807631452470275,GGM,0.0004379414486673558,0.0002806602874998752,0.0006833624883996006,-1.1666200260139943,0.5725093625381048,1.7231821009336237,103.41995222222224,99.50501013888889,5989184.908226039,GGM,16.66601780152701,16.522502065326,98.7,102.2,13.624241771271564,19.561231127159523,15.238953205712846,-1.4312196677461455,-0.9020203842818426,0.5395907703201379,0.5952642405737962,1.444094976237919,1.965916206484043,1.0,1.0,1.0,0.2327985195391799,0.004760036634739299
yjfL,107.31011486111112,106.8363698053821,12.585283028978228,1.5619352310728376,0.917809977997894,0.07945788725588858,0.07363757519999478,0.08573823662745955,2535.4114714167918,1774.3240393349615,3622.963555068141,0.6467124945221835,0.5330978584604746,0.7845408566804709,GG,0.0,0.0,0.0,-0.12373260375078513,0.6485357655132113,0.7670672340889522,108.68580763888889,105.93510930555556,3924.368576620732,GG,8.52663500805062,8.49247667812741,105.88332408218182,107.78890544553516,7.878885947930927,9.12279586608312,7.908815381693676,-0.23348091597772358,-0.01398429152384617,0.6299305076769415,0.6669132604446883,0.6539825905329373,0.8654669747601516,0.0,1.0,1.0,,
pflD,80.41812625,80.15793342448409,15.427445313563949,1.1718996114690654,1.1250810340302229,0.06481954592448246,0.06118621253062287,0.06866863236146967,126.12662345238607,109.53855553518441,145.22672008752448,0.7825776486203726,0.6811046366844835,0.8991684142709687,GG,0.0,0.0,0.0,0.17002891538303555,0.23234232384423892,0.058820073968543635,82.37242305555554,79.39225888888889,161.22441985593412,GG,5.212666427622703,5.197859274756048,79.36888410669012,80.97713236444898,4.9140302678510075,5.4900873702358215,4.725192952112833,0.08680659919939426,0.25325123156667706,0.21381994705697585,0.26698302970378524,-0.027102316620173466,0.13282004812803969,0.0,1.0,0.0,,
pflC,85.32751222222223,85.13548899626394,9.260472141185547,1.2446708917582447,0.675340690597219,0.10798585479810943,0.0986934998802515,0.11815311900608483,7930.771931970109,4652.6137430975305,13518.668625831466,0.8564061653733942,0.6886772170152907,1.0649858917480015,GG,0.0,0.0,0.0,-0.5663126095579609,0.31783258818547655,0.882076933702731,86.03462736111112,84.31049777777778,9239.302666013471,GG,9.214164345112797,9.197144521706111,84.25186701325552,86.0112686447257,8.409268933161487,10.005823217934985,8.764864907581451,-0.696127979295587,-0.43649723982033484,0.3005338793093883,0.32973903726410225,0.7479713234371621,0.9987589025450231,1.0,1.0,1.0,0.32684848362023416,0.030222819043667772
aqpZ2,110.54117736111112,110.60000000000001,4.229832658348888,1.6169590643274854,0.3084700288547387,0.23641597216055094,0.2137168052780852,0.2615260499514387,105077135850.681,10485001407.513891,1053047496080.4474,0.5730685500329434,0.46513264465515114,0.7060514173980226,GGM,0.0002931353713661774,0.00021608091280206652,0.000397667451658252,-1.6967977718761877,0.6913335808557246,2.390080927224997,111.04415027777779,109.54810916666668,180402349433.63495,GGM,26.13369990959897,26.14568631673136,109.9,111.0,23.575507387298025,28.761821632490623,25.551942547384506,-1.8424249220675126,-1.551170621684863,0.6783142803260043,0.6978830919317704,2.235207854919555,2.522074086182,1.0,1.0,1.0,,
ykfF,78.98244361111111,79.93027624930082,13.184203068182763,1.1685712901944563,0.96148756448833,0.07584834629961706,0.06700699794726066,0.08585628087553837,191.52769694088386,130.5517454767841,280.9832879791127,0.5882987256158267,0.47049938231423466,0.7355915938908872,GG,0.0,0.0,0.0,-0.05665989646627258,0.20635360578890183,0.28140564673822505,81.45391097222222,76.66569541666667,325.1482775435643,GG,5.990687734605532,6.067640131416242,78.34271496576088,81.5465129296216,5.3832968103577565,6.789213714789092,5.422195618986205,-0.23546584976991713,0.12214605683737156,0.16340278071552308,0.2508055730015434,0.10448091056158791,0.4392354394352485,0.0,1.0,0.0,,
yajQ%202,107.25449805555556,107.60000000000001,8.537946239003729,1.5730994152046784,0.6226488694552162,0.1171241856070398,0.1037739180952615,0.1321919332516626,171434.11647273262,50069.58779135935,586976.1982713648,0.6562544624198091,0.5245847213420234,0.8209730514913733,GGM,0.00023150567019513015,0.00012333860175271633,0.0004345344812644272,-0.6835092817265465,0.6477878500925703,1.3371191293972728,107.85134180555556,106.50728722222223,261528.39448882453,GGM,12.562095737448779,12.625545690177724,106.4,108.7,11.14208892941195,14.145581530382046,12.10779073552603,-0.8581044071690855,-0.5089141562840074,0.6377018400700842,0.6557938226739204,1.1539387701663542,1.4982705220043853,1.0,1.0,1.0,,
ykfI,130.61243930555554,130.15,13.34120242828205,1.9027777777777777,0.9729370947775274,0.07495576244912508,0.06461851901982002,0.08694668973466237,51620.34759407708,23705.635786149636,112406.19360608782,2.2026378587000845,0.9412509897927698,5.154431271989471,GGM,0.0004066760947685726,0.0002653854328664167,0.0006231896162117714,-0.039581564275900566,0.9320420003718933,0.9676886457941148,130.6580647222222,129.4280884722222,23455.928442533,GGM,9.790154973487988,9.773182074076743,128.6,131.5,8.364096955683728,11.264750532550849,9.696427138125008,-0.25367327210751034,0.17451014355570926,0.9189004419918283,0.9325458732700419,0.7402007249922824,1.169734398516934,0.0,1.0,1.0,,
yjhG,75.9936598611111,73.9,21.94003208435868,1.0804093567251463,1.600026023908434,0.045578784759978196,0.03367647708523469,0.061687735772910146,141.46127744373803,75.52259311439828,264.9709469814153,3.484596141562132,0.878991233866983,13.814028857115089,GGM,0.0002769788355863063,1.495414495497965e-06,0.051301679630435644,0.6780953702740848,0.15070066200657234,-0.5665173310138316,77.25294458333333,73.17365708333332,40.68133258011874,GGM,3.463698665932577,3.252234850525736,13.100000000000001,76.9,0.7788399865713234,4.011414077577642,3.374105384643615,0.24147413605473522,1.114716604493434,0.09614596611912604,0.17441152626399087,-2.6846101998411784,-0.3198981647885445,0.0,1.0,-1.0,0.2797955151430635,0.0064874890249203435
rsd,132.98746694444446,134.0,13.711943827931211,1.95906432748538,0.9999742424579902,0.07292912022896428,0.0595478853516244,0.08931730398089847,6266.98168331136,1931.7270775783934,20331.577827337358,0.4513642650422257,0.2618650698591283,0.7779949416953779,GGM,0.0006341799276999182,0.00047271656490188057,0.0008507934998659352,-3.7160756710017404e-05,0.9580399862503544,0.9702019312159469,134.9124275,130.8041215277778,13827.606687362777,GGM,9.698658965736803,9.792440103041027,131.5,136.4,7.888097670863287,11.904810203428442,9.168013765807537,-0.2924818747804099,0.29240755326698986,0.9341576967922368,0.9787729458409679,0.6556683547635554,1.2494636544192212,0.0,1.0,1.0,,
treC,90.00822625,89.15571999374336,15.611473050716045,1.3034461987389379,1.1385016693069714,0.0640554543925074,0.058714526935260115,0.06988221572413862,86.62405431915212,68.69340605223196,109.2350375082851,0.4624059475233972,0.386702716781146,0.5529292943292705,GG,0.0,0.0,0.0,0.18713640680095073,0.39487846399662774,0.19519462838213936,91.09506944444445,88.09693694444445,187.56477215326817,GG,5.7655178315073625,5.714706426473207,87.6990992716922,90.62030304768467,5.245259725706783,6.209393260171594,4.875273602661314,0.06153247780465465,0.31274033579724714,0.36391346098459604,0.4121945719645235,0.0670051508582095,0.31044324435741893,0.0,1.0,0.0,,
uxaB2,103.28752444444444,103.0,7.941755151883436,1.5058479532163742,0.5791702979131632,0.1259167502491995,0.11726343327320739,0.1352086285618065,767859.5181070621,377190.73337450187,1563156.74638328,1.3572448423717338,1.0731795253132277,1.7165008451004662,GGM,0.0008727238015366147,0.0007392509830034777,0.0010302953276761992,-0.787940477535561,0.5934157063311534,1.3785165847202436,104.16862750000001,103.16691208333333,563975.5404134032,GGM,13.005629419329198,12.974084867377716,102.4,103.5,12.062194185293006,13.909131952459276,12.876255798974366,-0.8906574877401505,-0.685223467330971,0.5917300377839663,0.6056705432229788,1.2684114002644287,1.4739514206045117,1.0,1.0,1.0,,
agaR,79.78767388888889,79.60537478019636,13.739412726235063,1.163821268716321,1.0019774734453135,0.0727833146820406,0.06964238622906008,0.07606590157151259,421.9520524202831,368.15062137728523,483.61600987012366,1.206595383281073,1.0654134963063457,1.366485804809612,GG,0.0,0.0,0.0,0.0028500740879576648,0.22098748913361174,0.21601944246121313,80.34278166666667,78.87284333333332,349.5576046502376,GG,5.807211376403035,5.794345522574212,79.03919841563007,80.18440150256484,5.550309325777969,6.043317273519478,5.49427415670471,-0.06079204510736025,0.06649219328327582,0.20435025441944535,0.23099001418015058,0.14855911633470256,0.2713316247703929,0.0,1.0,0.0,0.27675973550809224,0.004302638457030685
yicH,121.14035000000001,120.30000000000001,14.235018578743317,1.7587719298245614,1.038120641265923,0.0702492936323432,0.05274510511207022,0.09356248784332888,21604.224916699197,5928.526048157926,78728.2590073716,2.5572541165283296,0.645893022891155,10.12481693520805,GGM,0.0014092917570853324,0.0009966008486329936,0.001992877348351589,0.053974110788745935,0.8234291818927668,0.7605943015014327,122.35750819444445,119.94204166666667,8390.4041237458,GGM,8.510024017874827,8.492331568805817,115.2,122.4,6.090812982232512,11.088354396797174,8.668502976085108,-0.35947239404969356,0.46742061562718584,0.8090871329730716,0.837852329017088,0.28262574671027807,1.1469643078427645,0.0,1.0,1.0,0.31004500587150685,0.0041724271661455386
agaV,89.35841763888888,89.99935674707297,16.376075203340324,1.3157800694016515,1.1942619953370968,0.06106469270463683,0.05490765045908255,0.06791215183921444,120.96819759406371,94.80406135640766,154.3531428906173,0.6288464868892418,0.5018870758910026,0.7879220706588247,GG,0.0,0.0,0.0,0.256119367515842,0.3844252410134848,0.13979899746947194,92.26205180555556,87.63337625,192.52431718028038,GG,5.456644313691349,5.5003545034605725,88.55063121943323,91.4934561776877,4.963682978386332,6.058828556442123,4.901175183926142,0.10278808392522665,0.40945065110645773,0.3563020448991404,0.43055897894181916,-0.012598084551587105,0.27502982234933143,0.0,1.0,0.0,,
yhdX,117.84587111111111,116.9,7.5197350950818524,1.70906432748538,0.548393539205721,0.13298340797324523,0.11396539718043551,0.15517505518082383,3500439.877769678,476261.86439381307,25727609.64910751,0.5164785218331663,0.3867380582823104,0.6897435041685261,GGM,0.001616346208985589,0.0013638151158229328,0.0019156372714974968,-0.866716520507592,0.7836509098423536,1.6399232201533505,119.21070833333333,117.5206325,6823942.823235124,GGM,15.671545555931363,15.583596131450104,115.2,118.2,13.241731228509494,18.00773301091418,15.369435280177873,-1.0893669241637176,-0.6440661168514663,0.77966376279456,0.8002635316376085,1.4030107872180402,1.8465356064453655,1.0,1.0,1.0,0.28400882308707187,0.007018572353026416
yihS,90.5944761111111,88.80000000000001,5.739600237114014,1.2982456140350878,0.41857321406382436,0.17422816201269448,0.1507191780488143,0.20140404712458237,13795099.641579973,1657833.1373547963,114791271.71071382,1.426974405479168,1.0818316111750097,1.8822300373354648,GGM,0.0024845305570993965,0.00204431465250888,0.0030195410875644667,-1.2564481033456727,0.4042446886097592,1.6330114548098806,91.07503249999999,89.08007583333334,9556974.305862352,GGM,15.784109061341844,15.499410055374192,87.4,89.60000000000001,13.186040102780307,17.808616628089435,15.706268970105349,-1.4655629391668175,-1.0473332675245275,0.37992438853004495,0.4118772070380882,1.3969304084502796,1.830494486651445,1.0,1.0,1.0,0.34367471831359064,0.012957697340697126
tdcE,123.45512972222222,123.30000000000001,18.78355276259021,1.8026315789473684,1.369832693318051,0.053238064845305764,0.04347882081691196,0.06518786607410766,3720.0082978475048,1504.2340457806524,9199.673265520685,3.7455705498427863,0.617862512160483,22.706182148506258,GGM,0.00032967090290901324,0.00014500903158067957,0.0007494905871733614,0.4539996981055373,0.8507364807269029,0.3961048714114039,125.8819123611111,121.05087194444444,994.0870573611594,GGM,6.572512201637302,6.571945437609443,121.30000000000001,125.80000000000001,5.319728261528649,8.127389638090138,6.5367620893690495,0.1618543803036201,0.7461450159074547,0.8223631684191539,0.8788206980491603,0.0873434923219112,0.6987830000844644,0.0,1.0,0.0,0.27148045325599474,0.010951331135459704
hycA,99.39076,100.94072071695874,18.45134244072338,1.475741530949689,1.3456055108620655,0.054196598605905845,0.05077251838308089,0.05785159755692703,9042.153676839831,141.4624043653019,577966.587535553,27.391471136461305,0.3410841942980379,2199.7286991375227,GG,0.0,0.0,0.0,0.4282555192053177,0.5379333381202505,0.13318454320225642,101.09379986111111,99.09351875,330.4155430072541,GG,5.386641124855922,5.460963054659227,99.97176253893025,119.90244519617619,5.135377381345556,6.8823008250659266,5.438194963316105,0.3341010301366585,0.5224100082739773,0.5336123027153536,0.5624442157996095,0.03646123857768666,0.4588818929968504,-1.0,1.0,0.0,0.3626193814747113,0.04205644409384694
yiaW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2625340468461011,0.005238428838005844
yjgB,135.39623902777777,136.0,5.484391696496507,1.9883040935672514,0.399961559124504,0.18233562723807847,0.14899327066384727,0.22313948014009607,19019231360.6177,294575329.9069967,1227975070631.032,0.41860263384715135,0.24543566483377965,0.7139474419190251,GGM,0.0006319014387309135,0.0004798781341252243,0.0008320850646760269,-1.3220667477010024,0.9839373621075292,2.3136051689528063,136.94514638888887,134.21076555555555,45458943127.89546,GGM,24.68755816880666,24.86279971665136,133.3,137.4,19.96795339998389,29.978739199579167,24.17356248615414,-1.6134160578811647,-1.03071743752084,0.9712500973652416,1.0003478320723151,1.9956055067356828,2.581858744172459,1.0,1.0,1.0,0.23889246965235011,0.007513026107877411
flu,101.35016194444444,102.24127209901539,11.489647676673426,1.4947554400440846,0.8379083137860383,0.08703487070628156,0.07834022248358617,0.09669450096910658,11787.117574139467,6095.469934093886,22793.34361563722,1.4248077052902348,1.0308414584695893,1.969339688828894,GG,0.0,0.0,0.0,-0.2551357059542578,0.5660980911802109,0.835045167436323,103.85627333333333,101.29349180555556,8248.61195933477,GG,8.820998240895419,8.90480710519785,100.86658867875497,103.61048734018802,7.978980636161179,9.857330668332665,8.651462183497927,-0.40697601607935363,-0.10329539582916158,0.5652911798463514,0.6013380604855105,0.6721953844646649,0.9771879619803111,0.0,1.0,1.0,0.2871245614805174,0.01089960170262591
yfiD2,99.90973027777778,101.2,10.204086514120442,1.47953216374269,0.7441558840948727,0.0979999531184097,0.08962056191906476,0.1071628051147877,47767.52766785523,27229.149283941853,83797.57574155829,1.5695471781526278,1.114812137450229,2.2097699349428366,GGM,0.0013347505397297578,0.0011679912193568297,0.0015253188326962935,-0.42632322939556067,0.5454467921747801,0.9914642892039729,100.636775,99.5061075,30502.744764156883,GGM,9.79114888329518,9.9305110091587,100.5,101.9,9.054905587587893,10.822096266208751,9.959106326334105,-0.5552745162748658,-0.29737194251625576,0.5396066805612527,0.5559072926862154,0.8546905381717941,1.1118990140451208,1.0,1.0,1.0,,
yiaG,101.78431111111111,102.7912196822972,17.801762452737236,1.5027956093903099,1.2982334340395836,0.05617421323618651,0.04852881370185894,0.06502409583079662,381.4088138132444,251.06683822514535,579.4181512891514,1.132326427700364,0.6877904123482511,1.8641771037358772,GG,0.0,0.0,0.0,0.37654981619680433,0.572264900722853,0.2110989898834865,104.73467611111111,100.48858194444446,337.2715268742745,GG,5.7176535964539035,5.78148481632762,100.60924568842483,105.15157990621455,4.988892866162729,6.651340015717084,5.45864382807166,0.16548339624034414,0.5876162361532642,0.5537812810456879,0.6134888736048839,-0.005289372027392565,0.4096359626188677,0.0,1.0,0.0,0.21713385307773647,0.004906100637568511
eutQ,123.37214027777779,123.44057347818838,17.294344033975243,1.80468674675714,1.2612288083440517,0.057822372333721984,0.05178311731913352,0.06456596117407176,2038.2923077822586,1340.074157700518,3100.3027019739056,1.438673210329415,0.9096576899977186,2.275340085482855,GG,0.0,0.0,0.0,0.33483002881326274,0.8497663410461634,0.5169184104487012,125.36996069444444,122.33993361111112,1418.6453779840817,GG,7.133669830749846,7.145552755208566,121.73882158554956,125.23948893315125,6.39321802367825,7.938385598177109,6.8919612513473005,0.17568404536636884,0.49397601226015686,0.8376450954303598,0.8729414093189996,0.3525332333608225,0.6648365807403613,0.0,1.0,1.0,0.2913914270670064,0.004932660980986463
ompL2,112.84539736111111,112.4,5.761987267500375,1.6432748538011694,0.42020583844096665,0.17355123390160024,0.14311749808793167,0.21045666107342195,254823023.0983297,10674921.391254323,6082927519.650983,0.6402437743111823,0.38872491797052655,1.054504282062278,GGM,0.0015857586449880751,0.0012866027536021934,0.001954473106103672,-1.2508318875853215,0.7210972734859462,1.9674056929203496,113.78106375,112.75560666666667,395102616.83172894,GGM,19.584457952137218,19.565028385362492,110.2,113.60000000000001,15.85465524729037,23.409553122163885,19.428143161643156,-1.5289934377397834,-0.9726703374308596,0.7199488690540479,0.733010171235244,1.6628255412894837,2.2250164286079985,1.0,1.0,1.0,,
yqjE,106.15820611111111,107.7,10.80066044898134,1.5745614035087718,0.7876623756666599,0.09258693065333005,0.08466466096849087,0.10125050557982938,875227.2158425059,15954.896930218176,48011759.81905571,24.920314866410813,0.23623417038093192,2628.841086112338,GGM,0.0009853642133795877,0.0008192802989261009,0.0011851165398238785,-0.3443507308524257,0.6329655941254584,0.9993007505107352,107.89939777777778,104.64430055555556,35207.96115231598,GGM,9.828862467491364,9.964921971124241,106.80000000000001,120.7,9.090127188365294,12.131151408666767,10.102555560079503,-0.47339937712217983,-0.21530208458267142,0.612243434583349,0.6564365098238281,0.8602914200464661,1.2766355223240824,0.0,1.0,1.0,,
crcA,79.25643875,79.61671442176197,19.185649613809545,1.1639870529497363,1.3991565075954802,0.05212229036436769,0.04743095956640222,0.0572776342216753,57.48037270985888,48.502957894666515,68.11941766602249,0.9418016036601837,0.7546368336613946,1.175386916052505,GG,0.0,0.0,0.0,0.4845573492810565,0.21134974602015516,-0.2654823380701609,80.79897194444445,77.58329666666666,61.034396012670896,GG,4.131027113773223,4.151724094911602,78.2676889599023,81.03137681826098,3.7872279977226357,4.539562858815289,3.768287025824291,0.348485924483541,0.6206287740785723,0.1805676823640704,0.23915853903406928,-0.40286678400160514,-0.14145568197179112,-1.0,1.0,0.0,0.3184941112616852,0.008035357793912417
ydcP,109.9213026388889,107.6499153118952,23.47672486255598,1.573829171226538,1.712092789645787,0.04259537928967862,0.039128905467408846,0.04636895193357247,511.0242985628687,289.3832253524248,902.4221545794024,3.997044984436252,1.858355274160772,8.597047523553794,GG,0.0,0.0,0.0,0.7757608930557557,0.6832207033775537,-0.12148193874104199,111.17054819444445,109.86961305555556,127.6975408931898,GG,4.682139577919024,4.5831261171032045,106.2064477184874,109.19392331071417,4.210479393877497,4.993622699740367,4.494385993578583,0.6532987114835298,0.8982230746279813,0.6825421284084308,0.6995243305039615,-0.25002455656606853,-0.003922240083089493,-1.0,1.0,0.0,0.36805278394268715,0.04448774514143457
xdhB,90.0591775,90.2,10.621687933026495,1.3187134502923976,0.7746104037282838,0.0941469949320065,0.08273328636308258,0.10713531450725035,5886.330949276661,2847.7994580403947,12166.900287372962,1.1038883346546149,0.7649698508518318,1.5929640286209992,GGM,0.00024677059536980554,0.00010455815843643617,0.000582410092620257,-0.36845721667317294,0.3956949040200083,0.7675883250426558,91.14697222222222,89.0280498611111,5328.091298748492,GGM,8.478800927673174,8.503062992581668,89.0,91.30000000000001,7.427924698438522,9.60589491104962,8.214506161947183,-0.5549043724448341,-0.18201006090151184,0.3790815565260075,0.4130163349501453,0.5689501292441954,0.9399109649158635,0.0,1.0,1.0,0.27950720030465664,0.006266994588900169
yagH,109.72848777777779,115.4,9.262979532669311,1.6871345029239766,0.6755235477421276,0.10795662415890389,0.08830147403343339,0.13198684197926375,29320.167447221873,5632.957094755624,152614.72876005006,0.2988873316552212,0.19619382255922266,0.4553335872591611,GGM,3.706191106940455e-05,4.743660359225334e-06,0.00028956231013570416,-0.5659220342650857,0.6806878248816639,1.3204970280246702,118.36519736111111,107.19063875,98280.1929379199,GGM,11.845917114550435,12.492747313521333,112.2,118.7,10.087696167771062,15.144175014938114,11.129079548496984,-0.8558643769410437,-0.27597969158912816,0.6469286139491419,0.7899946482413396,1.0105157630657393,1.5966820231721393,1.0,1.0,1.0,0.18596023141929258,0.05632548678831874
yidH,106.07850763888888,105.10000000000001,6.4200226468130115,1.536549707602339,0.4681945436308411,0.15576269041611776,0.13004743368693808,0.18656281817965795,1853517.5341617547,209520.33633552518,16397106.407577654,0.3133390329262553,0.2240536341073035,0.4382046733869981,GGM,0.0003466327147976121,0.00023732395198674893,0.0005062878734409056,-1.0948199735997524,0.6318820813437682,1.714514412676033,106.11682680555555,106.03986430555555,5920151.140050669,GGM,16.52307374516003,16.403687898264895,103.5,106.30000000000001,13.56755403923594,19.42519035806865,15.227359860058828,-1.35513175208782,-0.8345081951116855,0.6313564263006041,0.632403137779497,1.438079689205228,1.95584777075473,1.0,1.0,1.0,0.22449068741931,0.0052403010225340685
yjfC,105.9418538888889,105.93425834158792,11.718907645045048,1.5487464669822795,0.8546276109240097,0.08533218541258979,0.07875645289839313,0.09245695558029846,3021.2663317199517,1988.6877118009077,4589.986750065641,0.5194894577359339,0.43655319016318567,0.618181937000383,GG,0.0,0.0,0.0,-0.22663216717366838,0.6300223569916046,0.8577331584512751,107.31683819444444,105.28463319444444,5824.7556703470045,GG,9.040249919000164,9.045036638057773,104.94111870512688,106.90556616609572,8.36611022758057,9.745706352150565,8.303607064656727,-0.3423240286688909,-0.11094030567844593,0.6210445804870088,0.64862615229384,0.7405479457246664,0.9607576927521216,0.0,1.0,1.0,0.08250651479750781,0.09812984995246415
fkpA,75.13658902777777,74.9002466720042,17.41919288573802,1.0950328460819327,1.2703336907392757,0.057407941146271534,0.05326941446018412,0.061867991980972585,101.86219368709399,87.61805639385898,118.42201173814537,1.2859578839761596,1.0335304877287597,1.6000376370072178,GG,0.0,0.0,0.0,0.345207513328459,0.13433722575307303,-0.2142333684619986,75.17395805555554,74.63392486111113,79.27626626646997,GG,4.313436880838258,4.302682904277798,73.90871275760041,75.93760039575255,4.000101752112584,4.618096774960945,4.024460587533511,0.23726461980340963,0.4531504068535077,0.12465315904878044,0.13505456879006786,-0.32397236174266947,-0.1167106546326475,0.0,1.0,0.0,0.3250295970827589,0.0077692186171953665
ygcQ%202,111.22137236111112,110.2,5.969405609896231,1.611111111111111,0.43533228604110114,0.16752086645648182,0.13984734627409098,0.20067052715700756,108968828.0446245,8135445.20666276,1459564311.9437664,0.9012069415787654,0.4720533094465844,1.7205132032691624,GGM,0.0006434696407492093,0.00045266716239530816,0.0009146967418067967,-1.199811074568345,0.700183740920497,1.8878670682536047,111.42246930555555,109.42304555555556,121385136.50744647,GGM,18.631900666412335,18.51762568108515,108.5,111.30000000000001,15.252772225461019,21.930605517833165,18.247966086356815,-1.4602990062482664,-0.9393231428884241,0.6766663128446859,0.7027898910947927,1.606990513851635,2.1308646805747222,1.0,1.0,1.0,,
eptA,100.63113444444444,99.52631195339856,16.025688813162173,1.4550630402543647,1.1687092823532332,0.06239981392741652,0.05362407779079156,0.07261172478093124,277.34324689294124,179.9044154503369,427.5563576612311,0.6731295708684408,0.4650145343879574,0.9743854990982094,GG,0.0,0.0,0.0,0.2249161026085257,0.5558264293081195,0.3161655562928499,103.86872,97.35119861111112,412.19413270314385,GG,6.279364064638168,6.2174171322766085,97.35489904820587,101.79351891520903,5.36432460264184,7.163142906867117,5.6584754405828726,0.0062553073784532565,0.4435768978385979,0.5080203441055914,0.601510950073893,0.09938747874722154,0.5165836639466537,0.0,1.0,0.0,0.29538111747423274,0.004316033811861079
cynX,82.05578833333334,80.75148188488409,25.06630513972528,1.1805772205392409,1.82801649480644,0.03989419239994777,0.036828821328883335,0.04321470331704224,70.35080739032986,56.58451795229909,87.466258962275,2.355409060461879,1.681416175183023,3.299570876021824,GG,0.0,0.0,0.0,0.8702790883763365,0.261426709358123,-0.6307866782833407,84.39129111111112,80.76587749999999,29.882047962672196,GG,3.27354940729939,3.2230590671253703,79.50687364725044,82.0219994972793,2.971540465814905,3.486413257279031,3.0778953759708405,0.7549355729870588,0.9856226037656151,0.23856750463874213,0.3019157277297978,-0.752798033192107,-0.5222654730884662,-1.0,1.0,-1.0,0.34850243338890763,0.0058977677199669185
fabR%202,106.0630573611111,103.9,6.512802497554586,1.5190058479532162,0.47496072223577995,0.1535437318075403,0.09165456026307783,0.2572231813639839,1838246.7301549073,2318.8031978470963,1457282379.143947,0.24588764662683626,0.11252429890561247,0.5373126991388725,GGM,0.0020219250661331276,0.001443874450206286,0.002831396436493058,-1.0741198828724852,0.6316719382803873,1.677247306890799,109.12641013888889,100.93390430555556,7471356.842699082,GGM,16.285317634142206,16.225752134714057,90.7,108.0,8.387413481011535,25.096656614080906,15.460074452045298,-1.8184909317233753,-0.3297488340215948,0.5601605629295465,0.6727499937121035,0.744216918912489,2.3254142149021564,1.0,1.0,1.0,,
ascG2,108.88130527777778,106.9,7.835625555790223,1.5628654970760234,0.57143055920161,0.12762222912260512,0.09579202049065892,0.17002912437587614,425510.76030177873,16745.61721840561,10812345.98707955,0.271990395579978,0.1630887780232849,0.4536104579629056,GGM,0.0035486757418262734,0.0031112579216134775,0.004047590986637184,-0.8073499035032988,0.6695059643350713,1.4515435263378917,111.89986444444445,104.52019791666666,1557948.567822272,GGM,13.895674889328872,13.721347695042091,102.7,109.30000000000001,9.90514941264442,17.81950131038049,13.892368498640744,-1.2212521527200213,-0.3934476542865766,0.6105314587556749,0.708957985767384,0.9841696767888822,1.8313759970179835,1.0,1.0,1.0,,
ygfO,115.98870555555555,116.2184870820524,16.02193323420275,1.6991006883340993,1.1684353983385327,0.06241444059105518,0.05717110543911191,0.06813865788275143,2197.1395447431746,1529.8990835528361,3155.3860192292386,1.3928054832022998,1.022359917006362,1.8974796270561531,GG,0.0,0.0,0.0,0.2245779711142624,0.7607340263458706,0.5401933777328163,117.84182527777779,114.03933847222221,1579.558124983762,GG,7.239370172130614,7.258908705569814,114.85348545231889,117.61116423746364,6.64685646865347,7.887917943939048,6.999300435302342,0.09798429851109391,0.3511716437174308,0.7362812726548906,0.783601379011714,0.40866314027157224,0.655635483200969,0.0,1.0,1.0,0.27637909831416335,0.0034593708353358246
paaC,110.25839194444444,108.0,5.4910167377250065,1.5789473684210524,0.4004447051078055,0.1821156350024735,0.13922233157000702,0.23822402726876327,39284903.606014304,719808.2570535508,2144048274.2600958,0.29111403647034767,0.17006306857965708,0.49832913717162214,GGM,6.178939116089972e-05,1.5419927456770457e-05,0.0002475970701378577,-1.320325051190266,0.6876381629470099,1.9792881333551988,112.20720986111112,107.24120277777777,138515228.52343047,GGM,20.079777063314108,19.78632106699524,104.60000000000001,110.2,14.78128252803431,25.378232470287656,18.379977920618778,-1.70778919593914,-0.9328609064413924,0.6476090023928981,0.7129150762592832,1.5616904875782145,2.3415106269112003,1.0,1.0,1.0,0.3413979912471286,0.012928750605449651
