,med_exp,med_model,scale,med_ratio,scale_ratio,rate,rate_L95%,rate_U95%,beta,beta_L95%,beta_U95%,s,s_L95%,s_U95%,model type,lambda,lambda_L95%,lambda_U95%,scale_ratio_log2,lifespan_ratio_log2,shape_ratio_log2,med_exp_U95%,med_exp_L95%,inverse_eta,model_type,shape_exp,shape_med,med_model_L95%,med_model_U95%,shape_med_L95%,shape_med_U95%,shape_eta,scale_ratio_log2_L95%,scale_ratio_log2_U95%,lifespan_ratio_log2_L95%,lifespan_ratio_log2_U95%,shape_ratio_log2_L95%,shape_ratio_log2_U95%,rate_overlap_wt,med_exp_overlap_wt,shape_med_overlap_wt,yield_mean,yield_std
80%20MG%20pgi,81.36060166666667,81.9398107957694,11.57305836384291,1.1979504502305467,0.8439912251341216,0.0864075829017027,0.08033935016337442,0.09293416448765841,373.40371848926253,278.72175329070865,500.2492103161452,0.4840119679581248,0.4271562862851886,0.5484352979187793,GG,0.0,0.0,0.0,-0.24470009538771748,0.24915195029985632,0.5052683318240679,82.39173,79.89528472222221,771.535318854967,GG,7.03017293344491,7.083118469751231,80.98339890484206,82.91171620241195,6.599362955875857,7.578922199094461,6.28373768503445,-0.3497512284659594,-0.13964896230947543,0.22293196261341464,0.26732113763097287,0.39831770558173035,0.597983636275661,0.0,1.0,1.0,,
ybdG,119.30273666666666,116.30000000000001,5.127217632499277,1.7002923976608186,0.37391383981108844,0.19503755675620643,0.15006759868956712,0.25348342265487994,138641022.63920993,1509069.5042978034,12737208659.842306,0.15588750521628886,0.1089181092784038,0.2231117896147399,GGM,0.0005378103747564834,0.00039539234064619994,0.0007315265609925493,-1.4192222236984924,0.8013768343003567,2.185005090285813,120.41759861111112,115.378815,882875276.8595688,GGM,23.26851427379575,22.777505686014788,112.80000000000001,118.30000000000001,17.094895451496,28.899723302567924,20.232181580334373,-1.7973616659539045,-1.0410827814430803,0.7531280484983237,0.8147959494770073,1.7714846338969832,2.528974714151017,1.0,1.0,1.0,,
ybiT,112.25813125,112.2,6.193506251692771,1.6403508771929824,0.45167532772264324,0.16145943175994795,0.13217761169613812,0.197228167234368,60609489.28231216,3516937.172975395,1044519708.5948665,0.8137723603015676,0.44130903785802006,1.500593456243329,GGM,0.0002527322056577058,0.00013711853021501988,0.00046582739529403333,-1.146641984619416,0.7135696453443969,1.8606464303423111,112.60705458333334,111.31368319444444,74547575.9660539,GGM,18.125134082058658,18.165656571168483,110.0,113.30000000000001,14.59950147141534,21.843381003265797,17.7604351818715,-1.4353358708242756,-0.857948098414556,0.7013806434828951,0.71804690904177,1.5438381405917307,2.1251152137722404,1.0,1.0,1.0,,
fruR,71.74174055555557,76.87856200900458,24.138846232142228,1.1239555849269676,1.76037947483615,0.04142700071010204,0.03588303840492498,0.047827510270123746,177.8852531262951,65.31817386029952,484.44653929675826,5.697866792623576,1.573925711925824,20.627203520779968,GG,0.0,0.0,0.0,0.815886455824461,0.06763434977758419,-0.6473014297599755,73.74604708333334,69.74171055555556,31.239064049616346,GG,2.9720451369389567,3.1825748774126037,74.78154295926068,79.12002779495677,2.7539885998030975,3.705112792951903,3.1203041757003174,0.6086171379581518,1.0231557736907706,0.026843351788877035,0.10738732271162361,-0.8624864731758424,-0.43449159812785315,-1.0,1.0,-1.0,0.2766940305407723,0.0121020450221172
ldcC,103.36846055555556,103.97589084883973,21.299781334567417,1.5201153632871303,1.5533343026951716,0.04694883878348084,0.042220580445877884,0.05220661203231935,398.3150584840936,289.78216962499056,547.4970596724548,2.436554953026606,1.4493392908419889,4.096211340320128,GG,0.0,0.0,0.0,0.6353683544758332,0.5945457595652659,-0.03118753888154534,104.85443805555556,101.39152777777778,163.43330177995892,GG,4.8530291899193765,4.884397930534268,102.25164987897276,105.8193467931692,4.385819146356315,5.409958687665219,4.738680736356251,0.4822252921830228,0.7885114167686429,0.5666868036795707,0.615137623186456,-0.19116273832936778,0.11160851657778974,-1.0,1.0,0.0,0.23436133946220614,0.005588705374231113
tyrB,112.51968986111112,112.93162032028378,19.073385025452957,1.6510470807059032,1.390969360819976,0.052429078460143545,0.04658093962697884,0.05901143880291817,564.8132659402028,389.80471045193764,818.3944853107981,1.3693230708402608,0.8335404651503489,2.2494956762503344,GG,0.0,0.0,0.0,0.47609064167748616,0.7169271783928255,0.24729061856913162,114.22959875000001,110.28615055555557,413.11224021496406,GG,5.899303648039213,5.926196661419244,111.08047249426414,114.87942251542168,5.25972917402469,6.639389814011425,5.660692579001612,0.3054631954554421,0.6467180878995307,0.6880013295921648,0.7386862220635257,0.07097945577813786,0.4070415977336771,-1.0,1.0,0.0,0.2870929565224355,0.020955323663415876
yehA,94.87591833333335,95.2,13.66153364206147,1.391812865497076,0.9962979666461991,0.07319822402085042,0.05764012538924761,0.09295573116164838,4355.165017602549,1708.9118411256875,11099.146178339322,1.7865488614599379,0.4495789601269992,7.099435510687996,GGM,0.0031054613198806826,0.0025479630924152732,0.003784941013463976,-0.0053508157323282225,0.4708635471330274,0.48231606415437384,98.85322888888889,91.67078041666667,2438.076959426544,GGM,6.944748724347244,6.995814779598451,92.30000000000001,97.7,5.388885990083725,8.808995207703987,7.4330435154023515,-0.3500859872073607,0.3393843557427041,0.4212835578157865,0.530109692387922,0.10597800409337366,0.8149684078678556,0.0,1.0,0.0,,
fruB,78.56044055555554,78.80970058566695,27.40012106846604,1.1521886050536103,1.9982152532512545,0.03649618910446602,0.03459199160080985,0.038505207636491234,79797.9697597711,0.03910776799793463,162824837718.11362,3344.077449985941,0.001632726859708889,6849188475.7125435,GG,0.0,0.0,0.0,0.9987120025853607,0.19862462234601855,-0.7943351075899137,82.64094541666665,74.11705166666667,23.873996713163184,GG,2.8671566946457165,2.8942570381692443,76.97241345031068,13555.856918201931,2.686265931725994,501.06748732836934,2.8649510107349854,0.9214042533884821,1.07601975178224,0.11462709518073115,0.27167836104905924,-0.8984069265680293,6.644852058104957,-1.0,1.0,0.0,0.28179269346794283,0.006958318881549007
phnH,119.07036444444444,117.5645459027607,27.404893519081643,1.7187799108590744,1.9985632949110583,0.036489833441743315,0.03313746490499797,0.04018134605116832,125367.12973756832,4.714789471454051e-06,3333535317705121.5,1247.363781862883,4.6366662479729013e-08,33556791045365.96,GG,0.0,0.0,0.0,0.9989632639308871,0.7985640810386029,-0.21757844386218245,119.71095805555555,117.81861527777778,100.49417618261224,GG,4.344857766425453,4.381354375849639,114.17134239679623,inf,3.8541404213200727,inf,4.257840791525498,0.8599319353649091,1.1379945924968644,0.7833171993511111,0.8063049163224165,-0.37759992501236206,inf,-1.0,1.0,0.0,0.37352632814190445,0.03661792120934444
ybaJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.28135038763062714,0.010801769237127546
ybdK,99.84213583333334,100.03692045266409,19.303024682190124,1.4625280767933346,1.4077163475831729,0.051805352604799126,0.045569212385776686,0.058894907723822075,236.5839588526525,175.4033913325815,319.10426110442415,1.2387434556136934,0.7810135808776716,1.9647358079245707,GG,0.0,0.0,0.0,0.49335666269589035,0.544470399058536,0.05510765831584234,102.32818486111111,98.56049,191.61961085483767,GG,5.172357051662083,5.1888223989725555,98.17661654924382,102.0837167185678,4.579345122398653,5.85858742165173,4.896500044700589,0.30831493108484187,0.6783983943069383,0.5258310307507343,0.579953267035265,-0.12886776275550496,0.22654379425216542,-1.0,1.0,0.0,,
ytfF,128.0802473611111,127.5,12.473395383565448,1.8640350877192982,0.9096503206315807,0.08017063271461501,0.06886498332778367,0.09333234452797123,113318.23123605964,48214.33227448016,266332.041214762,2.58344107715839,0.9695839254184707,6.883538004478306,GGM,0.0009864570268303676,0.0007809424409954327,0.0012460552976767975,-0.13661603050152246,0.9037976963769441,1.0350450473618449,129.20294347222222,127.61476722222221,43761.18970054382,GGM,10.268274469184677,10.236465658953566,126.0,128.8,8.715847626323562,11.845734979843872,10.320022669997096,-0.3559193071786275,0.08268724617558254,0.8985449805119398,0.9163886346917605,0.7996319143522708,1.2422867490295773,0.0,1.0,1.0,,
ytfL,130.11638208333332,131.2522665508236,23.4296109544574,1.9188927858307543,1.7086569022799019,0.042681033071518146,0.03411775285160735,0.05339362741664869,65.77483039002539,44.50504552711416,97.20983905523353,0.42771622716497054,0.2419177736051811,0.7562121966234839,GG,0.0,0.0,0.0,0.7728627334257275,0.9265523107073368,0.16741137275512066,135.0763988888889,127.98249958333332,153.60309444872223,GG,5.553501606845041,5.592517653952783,127.17104836456835,136.0431734658364,4.48584501768408,7.091049395933812,4.677207568772857,0.4497902645931693,1.0959352022582851,0.9026962457146314,0.9805253201287965,-0.1586292832541511,0.5019900853880106,-1.0,1.0,0.0,,
cbpM,96.63996305555555,96.60682766518241,11.253815516751791,1.4123805214207954,0.8207097248460448,0.08885875181723539,0.08152168596402298,0.09685616386787718,7994.376117364542,5380.94296231897,11877.10963551004,1.3492467790144622,0.988368040473557,1.8418916801565746,GG,0.0,0.0,0.0,-0.2850560465442547,0.49744150538211174,0.7831848762354306,97.63355569444445,94.66574486111111,5927.475064990653,GG,8.587306492780408,8.590840120877651,95.75340670650573,97.47865035322356,7.894225291756169,9.316930068074607,8.321084052230303,-0.4093860343222304,-0.16072605876627888,0.4676640780003363,0.5121986753815492,0.6567886320180201,0.8958456040334841,0.0,1.0,1.0,0.37502964164957553,0.030337823753146132
caiT,109.33579708333333,109.7,6.5673967359058345,1.6038011695906431,0.4789421294544017,0.15226733517296348,0.12812348270934942,0.18096090482704089,9736604.076472634,822118.1700655397,115313664.62126252,0.5348694371672563,0.40785626887727666,0.7014366007003809,GGM,0.001129814193310736,0.0009295525002763709,0.0013732200290213527,-1.0620767491408618,0.675515521010574,1.7435720446581566,110.38173,109.04804708333333,18232403.742428586,GGM,16.64827046089104,16.737797445343485,107.9,110.60000000000001,13.908310430448342,19.63351908025994,16.352198152923037,-1.311148313329976,-0.8130051849517477,0.6717136304463034,0.689251099144371,1.4738662074698756,1.9712378166053335,1.0,1.0,1.0,0.25169142062765587,0.006656762570344451
yobH,100.61363833333334,100.5,13.132513902864178,1.4692982456140349,0.9577180162330745,0.07614688302609768,0.07017409837446337,0.08262803411664844,27382539.56304244,8.655958222588464e-06,8.662281559595657e+19,6595.738660912487,2.0708246263094454e-09,2.1007944337897148e+16,GGM,0.0019694176761525695,0.001637412925830917,0.002368740298769756,-0.06232715340021404,0.555575575062814,0.6174544245806071,101.6606911111111,99.66080902777779,4157.329662084921,GGM,7.661414948998432,7.797531540897247,99.10000000000001,383.0000000000075,7.012282178718452,28.6825563624244,7.9664622826610225,-0.1801735139504066,0.05551920714997838,0.5418478878432564,0.5705116408152004,0.48587499164350223,2.518092645748341,0.0,1.0,1.0,,
lysC%202,91.37530819444444,92.0,7.75721568352683,1.3450292397660817,0.5657123434911505,0.12891223356385373,0.11376780266344289,0.14607264598036904,30033.58290102999,10842.931721316336,83189.31863231689,0.3861594066046975,0.3029268941520052,0.4922609718319228,GGM,0.00018147999074732277,9.76681394431221e-05,0.00033721321230684783,-0.821859444854605,0.4166259693013898,1.2494969809130825,93.2706176388889,91.2714448611111,77708.26204646073,GGM,11.77939507193134,11.875318561057451,91.0,93.0,10.440938329660959,13.369055984285175,10.894222508122727,-1.0021563050744229,-0.6415625846347877,0.41498517219358394,0.44624427321781046,1.0601704073819975,1.4168166317471134,1.0,1.0,1.0,,
yhbW,98.31000527777778,98.4,11.28477976492887,1.4385964912280702,0.8229678620585883,0.08861493275285937,0.075827298203717,0.10355909405735436,6990.6283303337905,3041.3643654419398,16068.079513308916,1.0504578362676213,0.6173390623490327,1.7874483133746282,GGM,0.0002712694670424807,0.00012363403816498632,0.0005952011666181401,-0.2810920022161579,0.5221598532991891,0.8057539926694999,99.18568027777778,97.18445249999999,6658.73298213656,GGM,8.711734506623527,8.736823781796058,96.9,99.80000000000001,7.429383819846684,10.121532671936354,8.43738822055945,-0.5059245148193585,-0.056259489612957125,0.5055471332043704,0.5349534518556862,0.5692335005188496,1.0153468036524758,0.0,1.0,1.0,0.2696930049783016,0.002183761262215028
caiC,107.35258208333333,107.4,7.673177167746833,1.5701754385964912,0.5595836463342081,0.13032411192111729,0.11249606490816713,0.15097749562967025,339230.11441428977,70175.31296862611,1639851.1906456426,0.42707345782562844,0.33219604458909674,0.5490484951581669,GGM,0.0003968235810304869,0.0002780061433591096,0.0005664225709517923,-0.8375742941025112,0.6491065889731948,1.488500057202026,107.80040527777778,105.56662986111111,799109.2007817995,GGM,13.990629922449264,14.026345771596645,106.0,108.5,12.045884722655646,16.06268538675001,13.224741772022485,-1.0498037858726499,-0.6253448023323727,0.6249035607863859,0.6551122990750109,1.2664593920147516,1.6816321394959566,1.0,1.0,1.0,,
caiB,114.0353751388889,114.2,13.667281954222796,1.6695906432748537,0.9967171751968661,0.07316743763313004,0.06491989256217265,0.08246276631882969,16112.082694039482,9160.903115620631,28337.731058078036,2.847089647083508,1.3483753477029128,6.011619444347829,GGM,0.00020690343405731904,9.493142398401543e-05,0.00045094689648729583,-0.004743906037196256,0.7362311322315583,0.744238326514141,115.23669847222223,111.74775319444444,5674.340774014541,GGM,8.343676198445241,8.367695562363213,112.9,115.4,7.390250759668028,9.381980047161367,8.277450968460277,-0.17728502941522484,0.16779721734083264,0.7069955219397471,0.7513499301686356,0.5616142569032107,0.9058833720367235,0.0,1.0,1.0,0.2992608313974942,0.003282281138895988
uxuR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2693495373990773,0.0017982796912400126
dcp,101.84137944444444,102.77951772009322,16.563923803664608,1.5026245280715382,1.2079612756261124,0.06037216856665084,0.05592749596669828,0.06517006839731176,1859.693178061055,1265.2626139709866,2733.392007586918,2.9442618283813764,1.587249408446215,5.46144649223688,GG,0.0,0.0,0.0,0.2725742060225542,0.573073562964074,0.31491035136094336,103.78186597222222,101.30418805555556,632.3891799862262,GG,6.14838492688025,6.207129535713994,101.86484186307308,103.8268715097429,5.759319287049788,6.690252559571186,6.0852708173435275,0.16224832057762706,0.3829000914674814,0.5654435155182704,0.60030407765524,0.20188924426356034,0.4180516135866827,0.0,1.0,0.0,0.2878510482180134,0.00943550991944047
yicM,123.79777736111112,122.30000000000001,6.612842038227163,1.7880116959064327,0.48225633000337675,0.151220911405301,0.08950150928703393,0.25550143487426913,6067637.988375069,3742.713620973863,9836774727.207842,0.19228204403190027,0.08542137305119393,0.43282357958502604,GGM,0.0006688430998199446,0.00042918658210705366,0.0010423231080070624,-1.0521279199524423,0.8547351100792148,1.890484093593931,126.80978819444445,123.1717811111111,31134810.6887946,GGM,18.72081272249776,18.752945470140208,106.10000000000001,126.5,9.581228914110532,29.736548315857377,16.887324191691377,-1.8088016584548166,-0.29545418145006774,0.8474214668496897,0.8894158056595387,0.9362016511708531,2.5701562298825795,1.0,1.0,1.0,0.3189017067817054,0.008633397697209142
recF,103.86298027777778,105.08633987028851,18.6573547606306,1.536349998103633,1.3606294211202594,0.0535981661296449,0.04578220149332638,0.0627484768918282,307.587453383479,210.91283017014322,448.57414033376733,1.0707302801948553,0.6911907080422973,1.6586787403050498,GG,0.0,0.0,0.0,0.4442741901988092,0.6014312254215929,0.17523272573555265,106.86725125,100.84860555555555,286.8341412736172,GG,5.566865271648365,5.638642165847905,102.75370630847377,107.51606063127618,4.835387112738288,6.505299192904253,5.297408335064788,0.2168773890497251,0.6716709913478938,0.5589408329238694,0.642569513731154,-0.050377666594767785,0.37760635056886427,0.0,1.0,0.0,0.31243089941852875,0.020589580687461587
ygjP,108.51545319444443,108.60000000000001,10.286383301611947,1.587719298245614,0.7501575618118503,0.09721589898786807,0.0853154443889615,0.11077632055611929,279184.107811366,136954.6000671849,569121.1979458308,4.226170158345789,1.279170224325885,13.962578136701744,GGM,0.0013476370194151323,0.0011099497818721933,0.0016362231569024463,-0.4147344462513321,0.6646502021028935,1.081690319169796,108.7936186111111,106.13090833333334,66303.97090120448,GGM,10.549427336373835,10.568761064282855,107.5,109.60000000000001,9.22148293271578,12.012064935907162,10.735513905294237,-0.6031197904014318,-0.22634910210123227,0.632594568329365,0.6683436336105681,0.8809897125825641,1.2624032133745373,0.0,1.0,1.0,,
glf,115.66556986111111,114.95717270288387,13.108458111037523,1.680660419632805,0.9559636936869461,0.07628662284528984,0.06573623816966646,0.08853029907368405,3350.756154428803,1578.4966166260756,7112.822851936557,0.6424959257975708,0.45339450507143336,0.9104676171614383,GG,0.0,0.0,0.0,-0.0649722674056342,0.7567091788403955,0.8140005223770499,119.02382527777777,112.53072847222222,5219.446136840782,GG,8.823735704180105,8.78282602382497,112.98807216475515,116.85518551018231,7.57100691997428,10.069174857125972,8.193910020106829,-0.27971346555141574,0.14976893074014708,0.7170687053416667,0.7980000872184219,0.5964761262558813,1.00786449735039,0.0,1.0,1.0,0.31494508406244126,0.003446655771288964
mhpB,109.50341166666666,111.2,7.4258531362393985,1.6257309941520466,0.5415469868968702,0.13466466164269175,0.118400447588931,0.15316302822014008,523874.60360392946,124856.29938661895,2198083.7302517947,0.33479062429165185,0.26094192223715895,0.4295391141164544,GGM,0.00028901989824058955,0.00019169127512770834,0.00043576579853908193,-0.8848415773266307,0.6777255159819833,1.58593013516424,111.80527138888888,108.2895523611111,1555913.2209867458,GGM,14.74623988081205,14.992773156652822,109.9,112.60000000000001,13.124784510559172,16.96282797825648,13.891061218242688,-1.0705383546425984,-0.699144800010663,0.6616437574030625,0.7077379070259846,1.3902127703608047,1.760295744885019,1.0,1.0,1.0,0.24865736909707886,0.00438149050860574
gltL,108.50690527777778,107.97658002517477,13.042870702873092,1.578604971128286,0.9511805849157148,0.07667023792390423,0.06353450980929093,0.09252177125396611,2305.5529310796787,939.989309056504,5654.930611227383,0.6882069369662512,0.45398882287408077,1.0432609003236109,GG,0.0,0.0,0.0,-0.07220882716678688,0.6645365544854027,0.7308590246507363,112.4977211111111,106.01220486111112,3339.431980738571,GG,8.319250244033762,8.296284930480539,105.3867992987339,110.45525981227624,6.8718368219418675,9.823189102888833,7.747475010080654,-0.3433350557896788,0.19891740145610548,0.6309800645540118,0.7166454739092185,0.4566867181752856,0.9721824116047674,0.0,1.0,1.0,0.34053102143963326,0.03802012624560499
casE%202,89.25756847222223,89.0,8.468018532232193,1.3011695906432748,0.6175492346781797,0.11809138066876636,0.07014007883180559,0.19882461526307485,67023.67442689341,1088.2145005957736,4128021.572238598,0.46344352316681303,0.1576893890854652,1.362044081792092,GGM,0.005088582277529554,0.0043628668578468465,0.005935012559142559,-0.6953739334216527,0.3827961079078065,1.0751829443895151,90.84434291666668,87.87259722222223,143141.60071536532,GGM,10.540549496021674,10.670721074227092,79.0,92.60000000000001,5.629451668285464,16.701813344777825,11.505086792259426,-1.4469666444490228,0.056218777605716586,0.36023493809023577,0.40821827960948154,0.16898534413331928,1.7379237813946822,0.0,1.0,0.0,,
fixC,119.98402180555556,120.60000000000001,7.6119302877755635,1.763157894736842,0.5551170803118598,0.13137272179252055,0.11082245720543521,0.1557337065643818,5178009.501567553,607710.765318799,44119314.52992891,0.6311579879174444,0.42931140165274173,0.9279054881338085,GGM,0.000896933833173221,0.0007113705010182655,0.001130901970125622,-0.8491360110436496,0.8095919929947999,1.6672976880578363,121.18924819444445,119.96196652777778,8112634.386534685,GGM,15.762627516208969,15.878138130342805,118.80000000000001,121.9,13.272258357075948,18.583398203234598,15.542420462475084,-1.0945514962774379,-0.6037205258098615,0.8093267746414023,0.8240114069623952,1.4063329093991679,1.891933374695244,1.0,1.0,1.0,0.3444132693216878,0.04593783828144362
gltD,116.07868291666668,116.1969823133375,20.969050227730254,1.698786291130665,1.5292149953112615,0.04768933209371413,0.042677382351039635,0.05328987557947425,476.16298706516886,321.98612628749106,704.1644708889824,1.6225046198949373,0.9304424876368402,2.8293218297313083,GG,0.0,0.0,0.0,0.6127912522608235,0.7618527522472267,0.15171311932050166,118.42268138888889,114.769285,294.08080485188515,GG,5.535714858613858,5.5456195843780804,114.35566621616172,118.14045946224576,4.963112675364857,6.184450412706504,5.322235438966347,0.45259636495471733,0.7729861395669304,0.7454862911752369,0.7906951226395422,-0.012763852714948247,0.3046363337853834,-1.0,1.0,0.0,0.32829842292239747,0.004736689202660357
ybbP,112.18055375,111.7,5.332973139123233,1.6330409356725146,0.3889190213848882,0.18751266393297547,0.15339988215034125,0.22921138297082308,93886053.66953723,3416536.721857302,2579978437.593795,0.23310450082784967,0.16628566921795487,0.32677324848107714,GGM,0.0005603485471901464,0.0003954335551007609,0.000794041098151368,-1.3624582985658316,0.7125723067706853,2.0700192541632485,112.32134736111111,109.91376819444444,401854514.18345547,GGM,21.03527447513884,20.994637134344025,109.4,113.4,16.954181321101487,25.267674917906774,19.44508775907202,-1.6521489574258776,-1.0727676397057855,0.683121811916797,0.7143818439742725,1.75956015587374,2.3352119507048057,1.0,1.0,1.0,0.2530554172400101,0.01304202784253938
yhbS,116.80162,114.4,12.424573325543468,1.672514619883041,0.9060898626032798,0.08048566126163198,0.06769492895288952,0.09569316001838657,25213.558058210623,8477.625569054977,74988.39206525887,1.7392188713192334,0.9666747016083795,3.1291625583250156,GGM,0.0008843902472068268,0.0006057588518760127,0.001291183953700841,-0.14227395642260615,0.7708099811953129,0.8842927783150977,116.8232213888889,113.4815776388889,14483.32345661215,GGM,9.400855622129859,9.23336331895049,112.2,116.2,7.664609110023572,10.872337707858549,9.214339845318396,-0.3919579773791493,0.10741006453393709,0.7292078095731366,0.7710767697485325,0.6142031566778646,1.1185812080478599,0.0,1.0,1.0,0.3004474177309083,0.010554916205616303
yggE,98.73269708333333,98.75900750191457,22.96920435486697,1.4438451389168796,1.675080718886394,0.043536553750417956,0.03958837742613915,0.04787848443648334,177.29440663163138,132.02324693036556,238.08918015356392,2.018744422942207,1.2628392839998395,3.22711614755309,GG,0.0,0.0,0.0,0.7442306179174227,0.5283495401011781,-0.21431460512283895,101.18126930555556,97.22486194444446,87.95738643823694,GG,4.298481373492276,4.302337963189215,97.28060309755122,100.35363866473489,3.923070221574485,4.713516719132189,4.1266086729970075,0.6070803442766333,0.8813808915582118,0.5061468833358012,0.5636919399221609,-0.3520259012139959,-0.08720521516859045,-1.0,1.0,0.0,0.32286297644574397,0.008643745676581641
yggF,104.14258027777777,104.9,9.28891012564403,1.533625730994152,0.6774145943648218,0.10765525626513334,0.09403588325413163,0.12324714566875,272383.98614362045,95356.39226470496,778060.4335525988,1.9130592457671922,1.0936605214649078,3.34637266865335,GGM,0.0018169991254845153,0.001536432000681855,0.002148800480949578,-0.5618890259901277,0.6053097542003845,1.1788354736814972,105.32517944444444,102.847825,141853.6021662468,GGM,11.211496167916387,11.313100659693058,103.7,106.0,9.79150875914548,12.875232534157714,11.496048083783498,-0.7570245002401332,-0.3667535517401217,0.587260981566238,0.6216000709818854,0.9675221191162826,1.3625175227336976,1.0,1.0,1.0,,
citT,103.92515777777777,104.10000000000001,5.8117723137691515,1.5219298245614035,0.42383652454594806,0.17206455208694552,0.1491794458662509,0.19846038382140854,13067990.860746695,1636247.5793707536,104368304.21606016,0.36249816587948647,0.28885323421281733,0.45491933169485294,GGM,0.0005946743958873387,0.0004520957509807448,0.0007822184489830186,-1.2384201760994729,0.6022946353777308,1.8443220145129922,105.92350375000001,102.74082347222222,35901499.70634151,GGM,17.881835723598474,17.93762379506883,102.80000000000001,105.10000000000001,15.469113817492417,20.48806323172665,17.029776746739024,-1.4443213140536453,-1.0325190381453004,0.585759239241664,0.6297724468152941,1.6273095854621638,2.032702644897957,1.0,1.0,1.0,,
yphG,113.336425,113.0,10.273540814827431,1.6520467836257309,0.7492209946733922,0.09733742416798852,0.08574140652457228,0.11050173454926511,20238.449441353565,8082.460235326228,50676.99980755825,0.4880909453906506,0.3714442865834441,0.6413687855145422,GGM,0.0001813275119204389,0.00010916476853013886,0.0003011930224555855,-0.41653676753437247,0.7273612981106611,1.1407913099510245,114.44778333333332,113.21737527777779,41513.611776147896,GGM,11.031875673908418,11.008230259049272,111.7,114.10000000000001,9.674077976307109,12.403990163646442,10.267298478198125,-0.5995392810415461,-0.23353425402719807,0.725845080245701,0.7414392176507796,0.9501151058426914,1.308723321302105,0.0,1.0,1.0,,
napC,124.826135,124.9,5.690076714554264,1.8260233918128654,0.41496160016159556,0.17574455497975403,0.14587969302078263,0.2117234274727437,1558083928.1171498,42970063.03134713,56495740424.815956,0.35051672273482865,0.2557655789797079,0.4803694594357924,GGM,0.0021836871634109234,0.0019038864134950444,0.002504608254907355,-1.2689502567883646,0.86666972177815,2.137655503510424,125.04297819444443,124.60111263888888,4396931071.502437,GGM,21.937513545417698,21.99921545111408,122.60000000000001,126.30000000000001,18.002304403345065,26.114789006262423,21.837659730512677,-1.5376511794784813,-1.0002493340982475,0.8640666482518198,0.8691737421895687,1.8461006263209003,2.382786081835765,1.0,1.0,1.0,0.25722190805896233,0.008794392275675434
rph,107.19134680555555,105.60000000000001,7.461387591999433,1.543859649122807,0.544138416742682,0.13402332845867204,0.11615992677194714,0.15463381452026714,437792.82961996,95128.6263604256,2014772.7240428731,0.45824240585385995,0.3479415253030528,0.6035097487712581,GGM,0.0002695225754675477,0.00017210695506054914,0.00042207718253514827,-0.8779544071114977,0.6469381437446239,1.5044960115840533,107.41241986111112,106.15681833333333,950168.3694520232,GGM,14.366141080848399,14.172249313202894,104.4,106.60000000000001,12.239415834535018,16.190910145376655,13.397883076649736,-1.0843261000448794,-0.6715827141781161,0.6329467340365588,0.649910515746273,1.289453736709688,1.6931031209426004,1.0,1.0,1.0,,
yjfF%202,98.94117333333332,97.80000000000001,9.416151504202109,1.4298245614035088,0.68669395714005,0.106200500231303,0.08684537640424832,0.12986927705718668,65046.33501785365,13109.022914153546,322756.7551725538,0.8405337095236594,0.4716747875737282,1.49784753278798,GGM,0.0035073971085515464,0.0029790410401930186,0.00412946122967097,-0.54226082683463,0.5313926106182572,1.058098966900966,101.44715347222223,95.50242763888889,77718.54151532745,GGM,10.507602101472056,10.428014815247412,95.2,99.9,8.356907621526588,12.59475555618286,10.894354779749222,-0.8325304405782403,-0.2519912130910198,0.4803590086728216,0.5674780819016358,0.7389601275955119,1.3307421562629496,1.0,1.0,1.0,,
appB,79.15849930555555,79.4,7.510678900705557,1.1608187134502923,0.5477330959290688,0.13314375613981574,0.10487122823541681,0.16903835396324574,34755.87300020925,4370.704967810964,276378.91756662715,0.7082526379989939,0.47027405232591474,1.0666584659552811,GGM,0.001802461585492297,0.0012924443139779866,0.0025137390694812876,-0.8684550392603998,0.20956586413951578,1.0835977215174597,81.0335186111111,78.10257152777778,48782.38660857054,GGM,10.539459927932663,10.616070317271618,76.80000000000001,80.80000000000001,8.100186046604792,13.177695844934792,10.428641249616215,-1.2128208892077357,-0.5240891893130635,0.1901916521409456,0.24334038840955652,0.693945983877352,1.3960171676380158,1.0,1.0,1.0,0.2868793665824915,0.008090437825512721
appA,89.31442874999999,89.27222059422475,22.852660576807395,1.3051494238921746,1.6665815026089088,0.04375858104744598,0.040551267539544106,0.04721956997814294,437.99106484743925,164.85171596295731,1163.689269266083,6.611883409884003,2.0805206097867304,21.012530238948532,GG,0.0,0.0,0.0,0.7368918728243941,0.38371486386979364,-0.3526768853644854,90.31553861111111,88.31479736111112,66.25853141887364,GG,3.9082726691632144,3.9023134893734683,88.29465269769214,90.49414497891651,3.627350221365842,4.241118410092906,3.848591375269407,0.6270729264611234,0.8467108191876638,0.3674767874691117,0.3997958241565435,-0.4650930160745807,-0.2395642977083448,-1.0,1.0,0.0,0.32233816273104376,0.013640596063723705
