,scale,scale_ratio,scale_ratio_log2,rate_overlap_wt,med_exp,med_exp_overlap_wt,med_model,med_ratio,lifespan_ratio_log2,shape_med,shape_med_overlap_wt,shape_exp,shape_eta,inverse_eta,shape_ratio_log2
gspF,6.908747097653571,0.5038358698084237,-0.988974258737032,1.0,113.81768763888888,1.0,112.7,1.6476608187134503,0.7334744717027262,16.35648201204548,1.0,16.474432488279238,16.556554601008045,22366334.38575094,1.7093935440233552
yfjO,12.28412774317997,0.8958475536649636,-0.15867484506379095,0.0,129.16524875,1.0,127.9,1.8698830409356724,0.9159676696438899,10.41749024747618,1.0,10.514808332379259,10.22189367217305,39670.782031041206,1.06162287905953
gspL,18.974352168951654,1.3837471677523079,0.46858036410790677,-1.0,96.00059055555556,1.0,93.80000000000001,1.3713450292397662,0.48786488296489766,4.984600328920612,0.0,5.059492397987871,5.270751084777074,279.25099545287,-0.012988766478427961
ybdK,19.303024682190124,1.4077163475831729,0.49335666269589035,-1.0,99.84213583333334,1.0,100.03937655633754,1.4625639847417768,0.544470399058536,5.185101243582708,0.0,5.172357051662083,4.891324586500765,190.62300612829904,0.05514307888932098
ydcP,23.47672486255598,1.712092789645787,0.7757608930557557,-1.0,109.9213026388889,1.0,107.64682126605459,1.573783936638225,0.6832207033775537,4.586519734544544,0.0,4.682139577919024,4.496846958718183,128.01574189213142,-0.12152340490222756
80%20MG%20pgi,11.57305836384291,0.8439912251341216,-0.24470009538771748,0.0,81.36060166666667,1.0,81.94131510118379,1.197972442999763,0.24915195029985632,7.0833321444734185,1.0,7.03017293344491,6.284137281830583,771.8442601146587,0.5052948175337494
ygjP,10.286383301611947,0.7501575618118503,-0.4147344462513321,0.0,108.51545319444443,1.0,108.60000000000001,1.587719298245614,0.6646502021028935,10.567858743824754,1.0,10.549427336373835,10.734706573144495,66250.46201173605,1.081690319169796
fruR,24.138846232142228,1.76037947483615,0.815886455824461,-1.0,71.74174055555557,1.0,76.89251231423184,1.1241595367577752,0.06763434977758419,3.1818961066877236,-1.0,2.9720451369389567,3.119434888478423,31.210666558626187,-0.6470396635427071
ldcC,21.31560705139442,1.5544884285721463,0.6364398774678386,-1.0,103.36846055555556,1.0,103.8374495325781,1.5180913674353522,0.5945457595652659,4.873952347462293,0.0,4.84942607106249,4.733296838667205,162.5480115760809,-0.03418125444891237
tyrB,19.073385025452957,1.390969360819976,0.47609064167748616,-1.0,112.51968986111112,1.0,112.93443782551822,1.6510882723028977,0.7169271783928255,5.924856888401019,0.0,5.899303648039213,5.659054320695878,412.4336481554092,0.2473266115896231
fruB,27.40012106846604,1.9982152532512545,0.9987120025853607,-1.0,78.56044055555554,1.0,78.80129437990149,1.1520657073085012,0.19862462234601855,2.893228288192578,0.0,2.8671566946457165,2.8643184833940896,23.85798827686827,-0.7944890002975218
phnH,27.404893519081643,1.9985632949110583,0.9989632639308871,-1.0,119.07036444444444,1.0,117.57934246106113,1.7189962348108352,0.7985640810386029,4.3800977970314054,0.0,4.344857766425453,4.256804784221693,100.38862352560034,-0.21739687910658564
ybaJ,,,,0.0,,0.0,,,,,0.0,,,,
paoB,10.188676319119388,0.7430320610785531,-0.42850363195511193,0.0,102.60811,1.0,102.80000000000001,1.5029239766081872,0.583894461162189,10.112809748576431,1.0,10.070798873790158,10.075630290026774,34272.587547926596,1.0162756662630923
ytfF,12.473395383565448,0.9096503206315807,-0.13661603050152246,0.0,128.0802473611111,1.0,127.5,1.8640350877192982,0.9037976963769441,10.239730158669925,1.0,10.268274469184677,10.324004345052755,43935.785643812866,1.0350450473618449
ytfL,25.51763183032013,1.8609305054815224,0.8960241804539183,-1.0,113.04770777777779,1.0,111.98527414318855,1.637211610280534,0.7236814365811681,4.386517352651282,0.0,4.430180219288772,3.961260042332431,74.33264897613604,-0.18478337765705907
cbpM,11.253815516751791,0.8207097248460448,-0.2850560465442547,0.0,96.63996305555555,1.0,96.60582734352198,1.4123658968351165,0.49744150538211174,8.589620734688939,1.0,8.587306492780408,8.320912285729833,5926.456762993024,0.7831699376787531
yehA,13.66153364206147,0.9962979666461991,-0.0053508157323282225,0.0,94.87591833333335,1.0,95.2,1.391812865497076,0.4708635471330274,6.99724190151233,0.0,6.944748724347244,7.431133917249903,2433.4229023052276,0.48231606415437384
yobH,13.132513902864178,0.9577180162330745,-0.06232715340021404,0.0,100.61363833333334,1.0,100.5,1.4692982456140349,0.555575575062814,7.798422776096003,1.0,7.661414948998432,7.963579358346522,4145.357501845985,0.6174544245806071
intG,6.108331392331451,0.44546376016262995,-1.1666200260139943,1.0,101.80155972222222,1.0,100.60000000000001,1.4707602339181287,0.5725093625381048,16.51825354875188,1.0,16.66601780152701,15.240016806519506,5995558.400485044,1.7231821009336237
lysC%202,7.75721568352683,0.5657123434911505,-0.821859444854605,1.0,91.37530819444444,1.0,92.0,1.3450292397660817,0.4166259693013898,11.877631359772419,1.0,11.77939507193134,10.89557374055399,77813.33689401479,1.2494969809130825
yhbW,11.28477976492887,0.8229678620585883,-0.2810920022161579,0.0,98.31000527777778,1.0,98.4,1.4385964912280702,0.5221598532991891,8.73320508963085,1.0,8.711734506623527,8.437237325201993,6657.728068367336,0.8057539926694999
caiC,7.673177167746833,0.5595836463342081,-0.8375742941025112,1.0,107.35258208333333,1.0,107.4,1.5701754385964912,0.6491065889731948,14.016478705694404,1.0,13.990629922449264,13.217081294098584,793011.0186550355,1.488500057202026
caiB,13.667281954222796,0.9967171751968661,-0.004743906037196256,0.0,114.0353751388889,1.0,114.2,1.6695906432748537,0.7362311322315583,8.358747252409543,1.0,8.343676198445241,8.268964556148758,5626.377541046384,0.744238326514141
zapE,18.490296336556035,1.348446311040717,0.4312980812047548,-1.0,91.31741541666668,1.0,91.82261752461497,1.342435928722441,0.41571162936985856,4.964831202019203,0.0,4.938666950195309,4.859470271935688,184.60130265961982,-0.006444847757732962
dcp,16.563923803664608,1.2079612756261124,0.2725742060225542,0.0,101.84137944444444,1.0,102.77962237565652,1.502626058123633,0.573073562964074,6.2051591316621515,0.0,6.14838492688025,6.083560469614365,631.3060336206092,0.31491182038890375
yicM,18.932469006741428,1.3806927442563772,0.46539230174170754,-1.0,112.68097055555555,1.0,113.97367596489497,1.6662818123522654,0.7189935923848207,6.241165314584972,0.0,5.951731415243959,5.968350733139239,562.449818056503,0.27124011750936605
recF,18.263312640312797,1.3318930161505507,0.4134782030790346,0.0,103.5579248611111,1.0,104.70770818442017,1.5308144471406457,0.5971876584210771,5.742729563930252,0.0,5.670270607563637,5.380633396656509,311.85264286423126,0.20082121861344493
yqjE,10.80066044898134,0.7876623756666599,-0.3443507308524257,0.0,106.15820611111111,1.0,107.7,1.5745614035087718,0.6329655941254584,9.964154566671514,1.0,9.828862467491364,10.102018828929577,35189.068239161796,0.9993007505107352
glf,13.115594852187265,0.9564841565341096,-0.06418702331438221,0.0,115.22236277777778,1.0,114.79309085642493,1.6782615622284345,0.7511704446218559,8.763114499334746,1.0,8.785141968498849,8.189146337954433,5194.634625888581,0.811154605076854
yphG,10.273540814827431,0.7492209946733922,-0.41653676753437247,0.0,113.336425,1.0,113.0,1.6520467836257309,0.7273612981106611,11.0038350614049,1.0,11.031875673908418,10.263934562661714,41374.19326693271,1.1407913099510245
gltL,13.042870702873092,0.9511805849157148,-0.07220882716678688,0.0,108.50690527777778,1.0,107.98948988537819,1.5787937117745348,0.6645365544854027,8.290197776785213,1.0,8.319250244033762,7.744571644465005,3329.7462674659914,0.731031505367952
casE%202,8.468018532232193,0.6175492346781797,-0.6953739334216527,0.0,89.25756847222223,1.0,89.0,1.3011695906432748,0.3827961079078065,10.690765467880711,0.0,10.540549496021674,11.521807788470376,145555.21780763214,1.0751829443895151
fixC,7.6119302877755635,0.5551170803118598,-0.8491360110436496,1.0,119.98402180555556,1.0,120.60000000000001,1.763157894736842,0.8095919929947999,15.876115075365055,1.0,15.762627516208969,15.540673298727155,8098472.658345246,1.6672976880578363
gltD,20.969050227730254,1.5292149953112615,0.6127912522608235,-1.0,116.07868291666668,1.0,116.20128461380696,1.6988491902603355,0.7618527522472267,5.544290907057688,0.0,5.535714858613858,5.320312176208454,293.51298172202735,0.15176653544648627
ybbP,5.332973139123233,0.3889190213848882,-1.3624582985658316,1.0,112.18055375,1.0,111.7,1.6330409356725146,0.7125723067706853,21.001894530679422,1.0,21.03527447513884,19.440568619058848,400042574.65035176,2.0700192541632485
yafV,21.516533783790173,1.56914146096043,0.6499754197543832,-1.0,113.48501486111111,1.0,111.17067603262316,1.625302281178701,0.7292515064309004,5.165598307110715,0.0,5.27431676502685,5.033608410930249,219.99058636828858,0.050732642387356766
uxuR,,,,0.0,,0.0,,,,,0.0,,,,
yggE,22.96920435486697,1.675080718886394,0.7442306179174227,-1.0,98.73269708333333,1.0,98.75315419618576,1.4437595642717216,0.5283495401011781,4.302385537564701,0.0,4.298481373492276,4.127291914646332,88.01848916894471,-0.21440011413734855
yggF,8.38976781606134,0.6118426257825574,-0.7087674749757,1.0,103.35004777777777,1.0,104.2,1.523391812865497,0.5942887528417419,12.452452407440084,1.0,12.31858259294433,12.567689373618132,414239.1783400111,1.3160545223683104
citT,5.8117723137691515,0.42383652454594806,-1.2384201760994729,1.0,103.92515777777777,1.0,104.10000000000001,1.5219298245614035,0.6022946353777308,17.939241147116945,1.0,17.881835723598474,17.032896801391004,36013689.279803544,1.8443220145129922
napC,5.690076714554264,0.41496160016159556,-1.2689502567883646,1.0,124.826135,1.0,124.9,1.8260233918128654,0.86666972177815,22.012917142645207,1.0,21.937513545417698,21.846749456856003,4437080167.4167795,2.137655503510424
rph,7.461387591999433,0.544138416742682,-0.8779544071114977,1.0,107.19134680555555,1.0,105.60000000000001,1.543859649122807,0.6469381437446239,14.177981509005972,1.0,14.366141080848399,13.404453952864177,956432.3751352234,1.5044960115840533
appB,7.510678900705557,0.5477330959290688,-0.8684550392603998,1.0,79.15849930555555,1.0,79.4,1.1608187134502923,0.20956586413951578,10.616172633440751,1.0,10.539459927932663,10.431122683846265,48903.59079038725,1.0835977215174597
appA,22.852660576807395,1.6665815026089088,0.7368918728243941,-1.0,89.31442874999999,1.0,89.27132341532106,1.3051363072415358,0.38371486386979364,3.902742595877218,0.0,3.9082726691632144,3.8488532325581795,66.27626179979438,-0.35269138441078063
yjfF%202,9.416151504202109,0.68669395714005,-0.54226082683463,1.0,98.94117333333332,1.0,97.80000000000001,1.4298245614035088,0.5313926106182572,10.423239463984658,1.0,10.507602101472056,10.889473700138977,77340.10841747368,1.058098966900966
yjfL,12.585283028978228,0.917809977997894,-0.12373260375078513,0.0,107.31011486111112,1.0,106.83276939243422,1.5618825934566405,0.6485357655132113,8.491867144969762,1.0,8.52663500805062,7.9080692704611275,3921.440577176546,0.7670186140783596
yjfC,11.718907645045048,0.8546276109240097,-0.22663216717366838,0.0,105.9418538888889,1.0,105.93435702396752,1.5487479097071273,0.6300223569916046,9.042593546380367,1.0,9.040249919000164,8.30251349039575,5818.387772294587,0.8577345023839703
pflD,15.427445313563949,1.1250810340302229,0.17002891538303555,0.0,80.41812625,1.0,80.16209944881584,1.1719605182575414,0.23234232384423892,5.196653029740473,0.0,5.212666427622703,4.724371407986382,161.09083652293856,0.05889505277858103
pflC,9.260472141185547,0.675340690597219,-0.5663126095579609,1.0,85.32751222222223,1.0,85.132485333503,1.2446269785599853,0.31783258818547655,9.200609613362278,1.0,9.214164345112797,8.76786198009768,9267.039393694706,0.8820260331221935
ykfF,13.184203068182763,0.96148756448833,-0.05665989646627258,0.0,78.98244361111111,1.0,79.93308164375188,1.1686123047332144,0.20635360578890183,6.067733984012216,0.0,5.990687734605532,5.42301187608635,325.41496857319527,0.28145628158933833
yajQ%202,8.537946239003729,0.6226488694552162,-0.6835092817265465,1.0,107.25449805555556,1.0,107.60000000000001,1.5730994152046784,0.6477878500925703,12.626748498942213,1.0,12.562095737448779,12.106238408249613,261122.729532817,1.3371191293972728
ykfI,13.34120242828205,0.9729370947775274,-0.039581564275900566,0.0,130.61243930555554,1.0,130.20000000000002,1.9035087719298247,0.9320420003718933,9.773895120322877,1.0,9.790154973487988,9.698062825387314,23494.32876260554,0.9682427825556382
yjhG,22.9904769459315,1.676632070277693,0.7455661303909054,-1.0,75.24899805555556,1.0,71.9,1.0511695906432748,0.13649397468459007,2.740493778711288,-1.0,3.273050760648615,3.199222029984428,33.92274066135836,-0.6735706848375056
treC,17.227947899564565,1.2563867213983473,0.3292806005109935,0.0,84.38638180555556,1.0,83.42759428926072,1.2197016708956245,0.3018317992022998,4.845038974767327,0.0,4.898225969657617,4.512259348657568,130.02646099419366,-0.04275228104337211
ybdG,5.127217632499277,0.37391383981108844,-1.4192222236984924,1.0,119.30273666666666,1.0,116.2,1.698830409356725,0.8013768343003567,22.756607407183374,1.0,23.26851427379575,20.221385776585645,873395193.2561107,2.1837640622171235
yicH,13.092954421588995,0.9548330523784531,-0.06667958745682868,0.0,121.14035000000001,1.0,120.2,1.7573099415204678,0.8234291818927668,9.236058070285523,1.0,9.252331146914518,9.368557820756237,16898.588408199597,0.8800482532821163
ydgT,6.455944151048823,0.4708141998544166,-1.08677026187164,1.0,100.03095361111113,1.0,99.80000000000001,1.45906432748538,0.5471961942461127,15.492003899997762,1.0,15.494395749204282,15.283653280982152,6262975.635119304,1.6318137523230025
yhdX,7.7890871443196765,0.5680366412174462,-0.8159441010768952,1.0,120.19755069444446,1.0,119.10000000000001,1.7412280701754386,0.8121571952044484,15.30370616285066,1.0,15.431532407761102,14.914045327483265,4327748.183499699,1.6160492840551113
yihS,5.739600237114014,0.41857321406382436,-1.2564481033456727,1.0,90.5944761111111,1.0,88.80000000000001,1.2982456140350878,0.4042446886097592,15.50498428872456,1.0,15.784109061341844,15.716129749477897,9651679.702309087,1.6330114548098806
tdcE,20.091282409636563,1.465201809437186,0.551099387802874,-1.0,124.61861027777778,1.0,124.5,1.820175438596491,0.8642692305883886,6.330199359732983,0.0,6.2026210043220456,6.220035556824669,723.8305527888028,0.3129781242666713
dnaT,7.575577659568921,0.5524659834062375,-0.8560424576809322,0.0,110.50278819444445,1.0,110.7,1.6184210526315788,0.6908324691353345,15.249189614069927,0.0,14.586714460628006,11.27598682070458,113832.9233345796,1.5506294495765864
yiaW,,,,0.0,,0.0,,,,,0.0,,,,
yjgB,5.570659495705971,0.40625283177304555,-1.2995502255618219,1.0,134.57740236111113,1.0,135.5,1.9809941520467835,0.9751858764832987,24.41016283406992,1.0,24.158253159226003,23.868631464825345,33511161029.968445,2.2857748469171577
yiaG,17.567608123970714,1.2811572046978619,0.3574475127777349,0.0,101.84638513888889,1.0,102.13915234337907,1.4932624611605125,0.5731444723833752,5.8211448797902285,0.0,5.797396231756852,5.443631806614664,332.2247178885344,0.22102024823134556
eutQ,17.297886018995882,1.261487115541941,0.3351254711269966,0.0,123.37214027777779,1.0,123.45512190194019,1.8048994430108214,0.8497663410461634,7.145055241478998,1.0,7.132209111696955,6.904288939797646,1436.2601328470046,0.5167929908548166
cstA,24.160837338703832,1.7619832255808079,0.8172001895894401,-1.0,78.65913291666666,1.0,79.25627565746578,1.1587174803723066,0.20043588535235055,3.2746673439883986,-1.0,3.255645978405752,3.2595937373393955,36.12357813742035,-0.6046713396827121
crcA,19.185649613809545,1.3991565075954802,0.4845573492810565,-1.0,79.25643875,1.0,79.6156690641144,1.1639717699431928,0.21134974602015516,4.151922039240429,0.0,4.131027113773223,3.7686403945702507,61.056477365187824,-0.2655012806025919
alsB,23.822575069444614,1.7373146912942552,0.7968591026083611,-1.0,92.24405486111111,1.0,93.49494893510405,1.3668852183494742,0.43027753457065354,3.925976269815029,0.0,3.8721277860270225,3.858821037425107,66.95464653384678,-0.3459670022178388
xdhB,10.621687933026495,0.7746104037282838,-0.36845721667317294,0.0,90.0591775,1.0,90.2,1.3187134502923976,0.3956949040200083,8.50550535501445,1.0,8.478800927673174,8.216439827392605,5338.406804626929,0.7675883250426558
yagL,18.622331358609234,1.3580752610139968,0.44156343222110933,-1.0,120.1686961111111,1.0,118.52334814895413,1.7327974875578087,0.8118108207443473,6.370397325996767,0.0,6.4529351238053385,6.191820898379957,703.6532028660888,0.35153962402652794
mhpB,7.4258531362393985,0.5415469868968702,-0.8848415773266307,1.0,109.50341166666666,1.0,111.2,1.6257309941520466,0.6777255159819833,15.003317335761103,1.0,14.74623988081205,13.899290124080233,1568769.5203369982,1.58593013516424
fkpA,17.161494168857924,1.2515404341136431,0.32370490161586674,0.0,75.13658902777777,1.0,74.320684509783,1.086559715055307,0.13433722575307303,4.333876371557727,0.0,4.378207881463157,4.109146680300874,86.40983386752238,-0.20393743740795897
ygcQ%202,5.969405609896231,0.43533228604110114,-1.199811074568345,1.0,111.22137236111112,1.0,110.2,1.611111111111111,0.700183740920497,18.521281498547467,1.0,18.631900666412335,18.251124334467526,121769106.90778123,1.8878670682536047
eptA,18.27996599472645,1.3331074993538914,0.4147931214107958,0.0,120.33512347222222,1.0,117.2,1.7134502923976607,0.8138074956186536,6.420148480325067,0.0,6.582896462003128,6.395933105882009,863.3121291070378,0.362111218125554
cynX,25.06630513972528,1.82801649480644,0.8702790883763365,-1.0,82.05578833333334,1.0,80.7491032608486,1.1805424453340438,0.261426709358123,3.2221619315240133,-1.0,3.27354940729939,3.0771846691846694,29.859793164499287,-0.6308291750841696
fabR%202,6.512802497554586,0.47496072223577995,-1.0741198828724852,1.0,106.0630573611111,1.0,104.0,1.5204678362573099,0.6316719382803873,16.18819190761484,1.0,16.285317634142206,15.430189121085505,7251376.29575945,1.6786351810150417
ygfO,16.02193323420275,1.1684353983385327,0.2245779711142624,0.0,115.98870555555555,1.0,116.20724577613075,1.6989363417562973,0.7607340263458706,7.259579274918218,1.0,7.239370172130614,6.999173442702478,1579.3573623271964,0.540053825402534
paaC,5.4910167377250065,0.4004447051078055,-1.320325051190266,1.0,110.25839194444444,1.0,108.0,1.5789473684210524,0.6876381629470099,19.772510237209094,1.0,20.079777063314108,18.367947061515746,136858755.68374676,1.9792881333551988
yhbP,11.826748640703128,0.8624921572853679,-0.2134167565984098,0.0,92.13494125,1.0,91.63767024802623,1.339732021169974,0.42856998992250606,7.7558315145882055,1.0,7.790386356306493,7.4825479171799,2561.8831121773546,0.6353612122124908
idnD,9.658416168405912,0.7043616508749132,-0.505611731429028,1.0,83.23629013888888,1.0,83.9,1.226608187134503,0.2820342674936422,8.718700269928366,1.0,8.618006170739145,8.403978912119019,6439.897051895782,0.8002862169829537
nsrR,13.572197077535117,0.9897828974075062,-0.014815980989727747,0.0,124.16579597222223,1.0,124.30000000000001,1.817251461988304,0.8590175053351667,9.175941923813703,1.0,9.148540598319423,9.192733887030476,14173.722855980293,0.8765740471563148
sgcQ,5.94056730408127,0.4332291879411551,-1.2067976500034214,1.0,111.20706722222222,1.0,111.0,1.6228070175438596,0.6999981715481508,18.757614939489983,1.0,18.719940626852438,17.912547295610604,86795054.2716829,1.9052890963549918
mtlD,7.571178434067742,0.5521451600245824,-0.8568804907163264,1.0,116.6388648611111,1.0,115.96578541996581,1.6954062195901434,0.768798281554271,15.357438112466117,1.0,15.405642051213013,14.66952732328774,3388980.911777549,1.6185114754488308
ssuA,11.031047686001216,0.8044638813978642,-0.31390044621699503,0.0,112.92861430555556,1.0,113.2,1.654970760233918,0.7221607854253271,10.283508867971387,1.0,10.237342591571416,9.891507604822499,28508.852199596415,1.0407061741629793
yeeW,18.161795835156173,1.324489675558791,0.4054365978953904,-1.0,90.83065277777777,1.0,92.98957427478399,1.3594966999237423,0.4080008507283526,5.121484942280093,0.0,5.001193362275053,4.955531283266894,203.35941659791771,0.037636051437543644
rarD%202,5.777855465676896,0.4213630623655875,-1.2468642450835201,1.0,109.35282333333333,1.0,109.0,1.593567251461988,0.6757401663208127,18.909626862435605,1.0,18.92619571101062,18.75339771450639,201220248.12255204,1.9191241498619107
yigL,10.419336692112047,0.7598534858628765,-0.3962068284315477,0.0,106.40911625000001,1.0,106.0,1.5497076023391811,0.6363714514056968,10.211986310816162,1.0,10.212657426701353,9.861808380827142,27674.56867398841,1.0282028629962112
hslR,,,,0.0,,0.0,,,,,0.0,,,,
fsr,10.039041041069428,0.7321195729812637,-0.4498487998493587,1.0,109.32996930555555,1.0,109.49763756802616,1.6008426545033063,0.6754386209430396,10.913255930733216,1.0,10.890479365338761,10.036625241547103,32961.463783453735,1.128680313372911
yafX,9.61834544553308,0.7014394035807052,-0.5116096181692661,1.0,74.06040097222223,1.0,75.00504124663196,1.0965649305063152,0.11352396270727555,7.804831531808128,1.0,7.699910695827328,6.680462402318765,1147.934290554233,0.6446008584945337
yjeL,7.897846001142255,0.5759681246618445,-0.7959391229155279,1.0,120.05405069444444,1.0,119.5,1.7470760233918128,0.8104337789042855,15.152938212371652,1.0,15.200859915106117,15.169526888696144,5587483.422876827,1.6008815108977408
uxaC,,,,0.0,,0.0,,,,,0.0,,,,
yigZ,10.299207155476681,0.7510927701028628,-0.41293698381686667,1.0,123.84070458333333,1.0,123.10000000000001,1.7997076023391814,0.8552352818679705,12.030384356575816,1.0,12.024294949488429,12.081489173741433,254739.42295863677,1.2606995154154264
