,beta,s,rate,lambda,q=0.1,q=0.25,q=0.5,q=0.75,q=0.9
4556,1392.0263291916442,36.36342808772188,0.03336354187484984,0,48.47318551523114,74.62029079249757,99.64872408374059,120.16189724594444,135.52943631423423
4557,1628.2296599280264,42.0906040645326,0.03337031943221037,0,48.71038832732325,74.87821728159653,99.89346949030204,120.36885519638048,135.68336319334378
4558,3673.0657717249474,115.05432592328324,0.031817305135857836,0,46.31596352576099,72.97787981796469,98.81250425167256,120.00555459596336,135.80067045040832
4559,903.3485305674782,24.720863631119222,0.03308828425124669,0,47.77181831720046,74.00655475809654,99.25540802235066,120.05080665176229,135.71881057128607
4560,1958.8258181123856,62.288659586449825,0.03161034489309604,0,46.26207358407685,73.056598016379,99.08113170363058,120.48379634389103,136.48566853802987
4561,198.09865065365014,3.9796836101233826,0.03646995935790408,0,50.53112255326756,75.7662785755438,100.23552514340845,121.345357542252,138.5035680592854
4562,52.67050028790993,1.0704579562698089,0.03705089471923364,0,50.30227391301263,76.84583814637833,105.02468901496985,133.4972560436226,161.7739637217567
4563,2053.7018348723373,59.48024748959153,0.032655159981208846,0,47.00456725523547,73.3108541324314,98.66054009153606,119.44526987899185,134.96998860540026
4564,215.71768983226127,5.075875346818277,0.03504050296980204,0,48.777483823624955,74.44353304386252,99.40509015464269,120.7294922204292,137.75269141737897
4565,2059.6197183952245,60.09502053435061,0.03228363910380263,0,47.365463540635375,73.94544428631403,99.57395184356739,120.59149332477297,136.2905530949678
4566,223.78955702260572,4.83892452788219,0.03609097968777622,0,49.30236566469603,74.48949471045138,98.87729919853642,119.71659682169883,136.39674864619133
4567,261.12367904848986,6.502833068843814,0.03434875022247037,0,48.36067536226331,74.24808630109278,99.37749367283548,120.6408828745339,137.35652781234128
4568,1065.1108475511471,28.882364252026825,0.03318895205474888,0,47.83851605846182,74.01069866100855,99.16067450386896,119.8364779159693,135.37672443673688
4569,609.9161973496097,16.13658607334834,0.03361739101664315,0,47.847489537753084,73.84545557772975,98.87586566574106,119.5881288308922,135.31963220535363
4570,323.21849903297453,7.051730499658712,0.03588319634733954,0,49.30125252091476,74.44415523596356,98.58671881424573,118.87835176005851,134.73634252140835
4571,256.89140895816865,6.387562455391743,0.034569655603703675,0,48.091277369246434,73.82554920971384,98.81305396354581,119.97066368918385,136.62011902640657
4572,90.36256057150682,2.1247288209730213,0.0354155342208978,0,48.61326697448952,74.72149540050007,101.07156559422447,125.16195358673909,146.26855886746088
