,beta,s,rate,lambda,q=0.1,q=0.25,q=0.5,q=0.75,q=0.9
0,65723.60600005361,218.01007660027815,0.05309237436451594,0,65.72576197301885,84.28497704987383,100.73981392313473,113.78036720266319,123.35899850366737
1,45826.94745048689,162.54118109213496,0.05236700288768709,0,65.39904741807004,84.19280436507809,100.87286015399131,114.10128428345034,123.82508129119438
2,659207.7531126828,2432.6271219687196,0.051666455982339723,0,65.53857509734785,84.5610909352569,101.43922969676784,114.80647721643221,124.6103140545166
3,590195.4320406222,2487.698686000092,0.05044657715505312,0,64.58267867974494,84.0056749540517,101.27116866249597,114.95415436980926,124.9920082503473
4,206540.62342386818,822.8079236522626,0.0509819482806693,0,64.97078897587879,84.21717176477956,101.31363331621654,114.86170576332296,124.80275924423869
5,45686.631098942016,155.7420227904517,0.052919816451145706,0,65.44170120781122,84.05459234824774,100.56664442125113,113.66051001505299,123.28580924817541
6,75204.34466062886,260.85748768764455,0.05250688344257048,0,65.63348312736554,84.38171254921765,101.01134897918044,114.19026668855076,123.86829039575355
7,6167.939892201326,20.279926288132934,0.053299170852628266,0,65.67402797635725,84.24098818100919,100.80393116815863,114.08780771927215,124.02023533449358
8,10183.278018097562,29.545408552925135,0.05435732283822341,0,66.61673786812564,84.83738747366361,101.03408633200053,113.96444950382919,123.5718902063492
9,93446.44487809796,314.13819165321917,0.052933451154890475,0,65.67707224646703,84.28473282664204,100.78190724649163,113.85180641562516,123.44677718337057
10,754.8952421118754,1.9305299586691391,0.056195670188767956,0,67.07226137595985,85.53200901125138,103.03679310797659,118.81908108802872,132.72093134167486
11,754.4750663496698,2.0268392869467675,0.055675586561982834,0,66.81237570502358,85.38942508851123,102.956034121359,118.70425742182991,132.47162990207758
12,2685.465125260056,7.166807975323671,0.05538051419460341,0,66.95449011261768,85.03781271014158,101.33607782227436,114.7118515748177,125.0639021498384
13,8796.528069408996,32.56538669092993,0.05214656397483301,0,64.90537504352675,83.8044445406566,100.6448129285086,114.09126789462326,124.07350257055403
14,20875.383937833776,70.75482509386843,0.0529420100829402,0,65.52683150791728,84.14732871203103,100.6827782792633,113.82208661943969,123.51061984637897
15,403.29430340008,1.0952010218734614,0.055830591451701134,0,66.82906241247098,86.06859256487034,105.28460368001839,124.2172279422754,142.79184567884394
16,2686.568313435575,7.398688023559591,0.055309826092642005,0,66.48186256806952,84.57207129562389,100.87168449121351,114.23474125295493,124.5603041760781
17,1001810.155763951,3954.4659983131355,0.05086103584692734,0,65.29839239089324,84.59290205140023,101.7275993519803,115.30183216831908,125.2580497024342
18,69542.55187725203,245.83530666545698,0.05244416439219305,0,65.36234381241427,84.12612107598713,100.77402113049938,113.9693436980128,123.66063103247501
19,140.34851614154536,0.3552332878578369,0.056698510403401556,0,68.8047805049773,91.20175785355002,118.93238209302187,155.6719445134381,201.49564980642248
20,21610.366772027257,70.93710922826092,0.05336191613201182,0,65.59298975314836,84.07844033773114,100.48763920914429,113.52475096928244,123.13730292261866
21,3260.417382642879,8.645565993804063,0.05565026764701994,0,66.72030700480323,84.67834037437633,100.80945548930237,113.96539854783563,124.05547413341625
22,12234.072516496288,36.45801906610098,0.05438790389443198,0,66.09463367253124,84.28588295405866,100.44653474443052,113.3272622515143,122.8738095357311
23,154544.5354056807,569.8551464332724,0.051879068569923775,0,65.28598467488956,84.23322384203523,101.04755568034746,114.3690412885151,124.14459031802393
24,12094.212232771008,41.586365807767905,0.0532816556814617,0,64.85692340463177,83.3703881821433,99.83642217740434,112.95622021162136,122.66896953284463
25,40054.07958728031,99.32021984288791,0.05604514835540455,0,67.32161373037621,84.99854442905942,100.63625383587704,113.0344512210828,122.15771210478002
26,12374.911171982663,36.54050147049388,0.05438762001124727,0,66.25920766533879,84.45334958771609,100.61485808492208,113.49561365727826,123.04182373928874
27,90745.83046965966,292.05999917026605,0.053268726470501467,0,66.05669302140105,84.56315725344642,100.96279503923792,113.95392537237063,123.49134795373779
28,2004.1771225031607,5.727026834601487,0.05480185258374372,0,66.47869749793459,84.79190205945541,101.38846563236092,115.13694527437711,125.91885919494864
29,2091.6685486975716,5.735471270651083,0.05551252896527023,0,66.35149778504652,84.44190560496365,100.8292052472647,114.4014621596608,125.04358698004775
30,16613.39554211845,56.036334477437954,0.05327281197179376,0,65.21187286718956,83.72487808828546,100.17242981643317,113.25465394541216,122.91535322066628
31,5366.648805050851,15.64336499864259,0.054586692865521355,0,66.28197898309128,84.47500870447274,100.71575621431421,113.78582218103645,123.61286814343846
32,16998.891418942054,52.59380359184738,0.05390184209718076,0,66.00615835907486,84.33497008904183,100.60534696356366,113.54616903972786,123.10564991283076
33,8583.36551374516,26.79989974755862,0.053775004005640524,0,66.01449205309467,84.41455892268506,100.7915638332924,113.88162569529895,123.6221163316839
34,6369.54535225437,18.422143689322468,0.05476461718424005,0,66.1965368985078,84.31675259555608,100.46952629365101,113.43515244274525,123.14679021854519
35,1533.3268895199133,3.908140054714046,0.05642828797949754,0,66.61308467583903,84.56338251883457,100.99484014739804,114.88733200466575,126.10676359190202
36,27239.313678245708,92.04089349509215,0.05292970882399999,0,65.59525878120309,84.21558520093419,100.74272696230531,113.86373515790872,123.52606672998336
37,21637.647760730317,53.10438535153001,0.05614541840081023,0,67.38857151485534,85.05080684622564,100.69321136629209,113.123950892084,122.30318484620507
38,31755.388097141058,84.39918921954227,0.05525379551437212,0,67.06171395188612,84.97599018887409,100.83773402112213,113.42239475437923,122.69025637244076
39,8783.704538991236,24.262747089152715,0.05505927761118845,0,66.64344553335084,84.65868527118445,100.68125909790231,113.49557430414397,123.04398753449901
40,4898.655921014019,13.740765693821219,0.05467266118913313,0,66.87059791393742,85.06150196739112,101.3139328348688,114.42232912736851,124.31178911518568
41,80.1557224738306,0.2149912639727105,0.056306089768807216,0,70.06911532350608,96.29927056263963,134.4073699066286,192.35129172355457,268.07193652599716
42,10093.189935732766,32.17336367566961,0.05354295881354294,0,65.91913694245285,84.38126634168727,100.80307517873278,113.90817540356099,123.636083538842
43,11695.197856046369,40.814586007257546,0.05257138649412708,0,65.46075515771462,84.21951845991305,100.90782639004543,114.20720417237621,124.0549209664178
44,6767.111976966594,18.785093416164504,0.05479922851191375,0,66.88302930289154,85.00235995621468,101.14527300855683,114.09747434987895,123.79452642976761
45,72509.99604233661,208.33551719721342,0.054397077525020834,0,66.71523193013931,84.87684070145949,100.95414877158198,113.68913326221116,123.04215615019434
