,rate,beta,s,lambda,q=0.1,q=0.25,q=0.5,q=0.75,q=0.9
0,0.10545685036520037,7771.860477730249,0.9441636663890235,0.0008280499896109843,58.7,72.7,84.4,95.4,106.30000000000001
1,0.10808532879887259,7498.600096978549,0.8502169508690526,0.0006226305866878365,59.7,72.4,83.7,94.9,106.2
2,0.10298974488321906,6040.431423388234,0.9876839462899889,0.00037470987867983845,60.900000000000006,73.0,84.10000000000001,95.0,105.80000000000001
3,0.10166195650902927,6306.02517323704,1.0525860915826417,0.000897092792802362,57.2,71.9,83.9,94.9,105.5
4,0.0947469292141423,3895.4484332572492,1.1693827745394558,0.00039140577987277313,59.7,72.60000000000001,84.4,95.5,106.10000000000001
5,0.10497556914853867,5251.510033254801,0.8494648645053687,0.00048385419499519364,59.2,71.60000000000001,83.0,94.5,106.2
6,0.12181295606216214,15251.684803716882,0.6487384689776913,0.0008021176104180179,59.6,72.10000000000001,83.10000000000001,94.5,106.9
7,0.09457415173825391,3666.181461939431,1.078616409700343,0.0004629456883969887,59.5,72.8,84.9,96.4,107.5
8,0.0978038632148516,4723.091157242699,1.0720192023232904,0.0007956317529034222,57.400000000000006,72.0,84.2,95.5,106.30000000000001
9,0.10022575606393747,6048.336986890702,1.1394516716685479,0.0003323262450061381,61.400000000000006,73.5,84.60000000000001,95.2,105.30000000000001
10,0.09719824582244878,3777.276081915784,0.9758702143838829,0.0005920754254086201,58.2,71.9,84.10000000000001,95.80000000000001,107.30000000000001
11,0.11092730944378724,10269.65264181675,0.8099044963953099,0.0004572804522354516,62.5,74.3,85.30000000000001,96.4,107.80000000000001
12,0.09377933075384039,3755.036993512775,1.1972378709002485,0.0003869008607625908,59.7,72.7,84.60000000000001,95.7,106.2
13,0.08968982980689624,3280.248898955288,1.3386431197990472,0.0004901040152845239,58.800000000000004,72.8,85.10000000000001,96.4,106.80000000000001
14,0.1143505796134652,10308.265651054318,0.7077484670083236,0.000615445574419219,60.800000000000004,73.0,84.30000000000001,95.80000000000001,108.10000000000001
15,0.10521304794784275,7080.337901097436,0.8948537841064128,0.0007271534860396954,59.300000000000004,72.9,84.60000000000001,95.80000000000001,107.10000000000001
16,0.11112006993409795,7965.412947027233,0.7681575777452414,0.0005368276295332023,60.2,72.2,83.4,94.80000000000001,106.7
17,0.11144837663264769,10686.02510426772,0.837203952227753,0.0009729849090033058,58.1,72.4,83.9,95.0,106.2
18,0.09923193513728575,4724.306914087531,1.0233887534029495,0.0005909597978319497,58.800000000000004,72.10000000000001,84.0,95.2,106.2
19,0.11139488925028389,7299.334340514166,0.7290699268387132,0.000640037539639987,59.0,71.5,83.0,94.60000000000001,107.0
20,0.09858422366757351,4589.4990741510455,1.0439550843599952,0.00040806842311684027,60.1,72.7,84.30000000000001,95.4,106.30000000000001
21,0.12114741614863805,17098.457262856664,0.7627841396384759,0.0008815792150201321,58.900000000000006,71.7,82.4,93.0,104.0
22,0.09911096946142085,3995.260906541967,0.9681316032049697,0.0003804518994590092,59.400000000000006,71.9,83.5,94.9,106.30000000000001
23,0.11293175756322477,10179.432969721904,0.7847655186014875,0.0006790566333113872,60.0,72.60000000000001,83.7,94.9,106.4
24,0.10197979177849167,5181.210498658158,0.8680724877674493,0.0006462460408838989,59.2,72.7,84.7,96.5,108.4
25,0.10279338504784531,5916.285109304455,0.9238969765117725,0.0007013328280471618,58.900000000000006,72.60000000000001,84.4,95.80000000000001,107.10000000000001
26,0.09610817441074115,3832.5144476649793,1.0670061998737645,0.000564653779388327,58.300000000000004,71.9,84.0,95.4,106.4
27,0.10632778228266379,6199.088313960707,0.8095119616112707,0.0004449523088801266,60.7,72.8,84.30000000000001,95.80000000000001,107.80000000000001
