,rate,beta,s,lambda,q=0.1,q=0.25,q=0.5,q=0.75,q=0.9
4147,0.05669887185737838,3832.0945106619274,2.5464551166670253,0.0010560036955609717,69.10000000000001,99.80000000000001,121.0,137.4,150.49999999999997
4148,0.05687185550418442,3588.300732483796,2.516059752936477,0.00040477506691376155,82.0,104.0,122.30000000000001,137.6,150.39999999999998
4149,0.06821070138105736,2133.711884685513,0.48465988100838436,0.0006807000541079229,80.2,104.10000000000001,125.9,150.2,178.1999999999984
4150,0.05615229924583105,1581.1054190331874,1.3073769373736817,0.0003146548434707235,82.10000000000001,103.9,123.60000000000001,141.6,158.39999999999952
4151,0.04923338236596169,2851.8724400796427,5.003505860478636,0.000214812813895016,80.2,102.7,122.10000000000001,138.0,150.39999999999998
4152,0.048728243344532025,5484.22246482105,9.163181759527237,0.00017501404090463702,82.5,104.80000000000001,123.9,139.20000000000002,150.79999999999995
4153,0.04595347472283438,6807.26931913492,15.484083039131837,0.0003559433880376206,77.60000000000001,102.80000000000001,123.60000000000001,139.8,151.6999999999999
4154,0.05092799757892593,3968.88788889635,5.318384626505126,0.0002838245181651473,81.4,103.9,123.0,138.3,150.29999999999998
4155,0.052857418114339236,4872.967101099357,4.641913556621818,0.0003526552441820921,83.30000000000001,106.0,124.80000000000001,140.0,151.7999999999999
4156,0.05520042764792343,2465.5729590582814,2.1533000503289395,0.0003314510576392325,82.0,103.9,122.7,138.9,152.59999999999985
4157,0.05716784821316669,3858.841316276564,2.5112241536071593,0.0004377668056413241,82.10000000000001,104.5,122.9,138.20000000000002,150.79999999999995
4158,0.054560385004012474,3801.0431547938315,3.2813405326452503,0.0004164292332794144,81.4,104.30000000000001,123.10000000000001,138.4,150.69999999999996
4159,0.050447886927435376,5354.192707035358,7.376967298438818,0.00024731125141772605,82.2,104.5,123.4,138.5,150.0
4160,0.053554783234270376,3234.418932677163,3.189879744773024,0.0003126378165352173,82.5,104.60000000000001,123.4,138.9,151.49999999999991
4161,0.0524131823669456,5543.907465367686,5.75410523848037,0.0002637393109566045,84.10000000000001,105.9,124.4,139.1,150.59999999999997
4162,0.05494459217395201,4514.395398193714,3.74425931452573,0.00045688528909813896,80.80000000000001,103.9,122.60000000000001,137.6,149.5
4163,0.06236893698945091,2316.3316609530257,0.9579703284062614,0.000781894371008648,76.10000000000001,101.60000000000001,122.0,140.70000000000002,158.9999999999995
4164,0.057347072024929356,2912.9354206475377,1.9122907311127468,0.0004376565958058209,81.80000000000001,104.30000000000001,123.10000000000001,139.20000000000002,153.09999999999982
4165,0.0723559062453308,1856.2973750030276,0.2916005593056068,0.000944481097689865,75.3,103.0,129.0,162.2999999999993,204.09999999999692
4166,0.047798298302259644,1753.109123862788,3.8154834926296877,0.0002907576872147863,77.0,100.9,121.4,138.3,151.8999999999999
4167,0.06213093589597484,3969.130032268836,1.4387491268208745,0.0006670388632045323,80.30000000000001,104.30000000000001,123.2,139.5,154.09999999999977
4168,0.053620111051606315,3380.5146808896457,3.514549106517034,0.00044380593777671107,79.10000000000001,102.4,121.60000000000001,137.0,149.4
