,beta,s,rate,lambda,q=0.1,q=0.25,q=0.5,q=0.75,q=0.9
0,639.61262628839,3.7066401318830233,0.05258745898891634,0,56.428309204378124,75.36173595757732,92.9262586480807,107.88951348543434,120.05169366939177
1,645.4185738593396,4.1921532476577505,0.050988860606986215,0,56.05156210932013,75.44532122465162,93.40398655989691,108.59549431986126,120.81071480238784
2,565.4189708166135,2.544042785504559,0.05551339756598376,0,57.917540326847295,76.19153125079333,93.35136468832478,108.40060416433262,121.15080578925375
3,485.7349614775433,2.763273967346238,0.05331828887037475,0,56.071203249035946,74.91694221158733,92.61307542040934,108.03692589595835,120.97664077185883
4,525.584842820199,2.9722101733327073,0.052651959912904646,0,56.86397355126293,75.90677228579962,93.72453852493254,109.15631562516606,121.99163323458993
5,489.1905124424529,2.6956773789965465,0.053599908863568926,0,56.35000806235255,75.1312032878988,92.77733647501448,108.1886250598805,121.15608398235139
6,437.84709920171156,2.076488956395678,0.05540017278639855,0,57.20641835428322,75.64264434846203,93.17601669054964,108.89023555706092,122.59003118665326
7,581.2687711814159,3.284643763957698,0.052822313787300956,0,56.663570817105864,75.58903648789706,93.22018789528676,108.36893596286541,120.83113229565801
8,468.03961750693327,2.509351184696748,0.05362617283963622,0,56.83516495459174,75.67078835602858,93.4245125682424,109.03194721739445,122.28399087023928
9,467.58969868532193,2.8883698848784807,0.052150572491759896,0,55.81521994132129,75.0025865228946,93.01197945432281,108.65762856425208,121.7171815863119
10,719.9336068469644,3.7331853134901025,0.05355638210050927,0,57.37988144588257,76.03139394041817,93.29310290081986,107.9801544802474,119.90638359759602
11,540.5664119080329,3.435508073648984,0.051833066052131636,0,55.58539472488573,74.77221016813243,92.65815230535738,107.98775807841953,120.54436680252594
12,546.0724012664007,2.8204843773636235,0.05375303647287411,0,57.321459311900156,76.05683593801757,93.59981838590103,108.85260917232449,121.61418834188348
13,483.20097448347195,2.4681567451795168,0.05435047050428992,0,56.933733530013924,75.5560832470678,93.108902512459,108.5599455387461,121.70635565037344
14,632.8680773254982,3.293887165845174,0.05382528375424699,0,57.06111472858695,75.67904932446247,92.99469966029066,107.86096229934735,120.0846309446689
