,rate,beta,s,lambda,q=0.1,q=0.25,q=0.5,q=0.75,q=0.9
0,0.10512262324114371,28960.020535810298,0.2995292450314886,3.848125182631681e-05,89.2,102.10000000000001,118.60000000000001,141.5,170.69999999999882
1,0.11349118347970401,31844.86848339581,0.24582930134973172,3.4182813850259985e-06,85.9,98.4,115.7,141.1,173.89999999999864
2,0.1050655561062281,19263.427450816493,0.29520133349693234,2.7495129017700383e-05,85.60000000000001,98.60000000000001,115.2,138.4,167.99999999999898
3,0.11391223392541502,43383.439607977714,0.32260372203074034,8.73533889639393e-06,85.4,96.9,111.5,131.4,156.39999999999964
4,0.1058269403718161,41668.84259921742,0.40900413423801346,2.9437669958496008e-05,88.7,100.60000000000001,114.60000000000001,132.20000000000002,153.5999999999998
5,0.11880788388390601,54399.291493880395,0.2384115848622879,1.0642903099081846e-05,86.80000000000001,98.9,115.80000000000001,140.70000000000002,173.0999999999987
6,0.10920951618305838,35479.23037538055,0.3108336016291083,1.593761069527247e-05,87.5,99.80000000000001,115.30000000000001,136.6,163.69999999999922
7,0.10371764106624821,26321.771381973474,0.36734348987730886,2.293769988398621e-05,87.30000000000001,99.7,114.7,134.3,158.49999999999952
8,0.10888347595954552,35181.454193131896,0.2803137886293846,5.6481148811561106e-05,88.5,101.2,117.9,141.3,171.2999999999988
9,0.10283959568761653,16234.053275258992,0.2731369332604412,6.605106206305341e-05,86.30000000000001,100.0,117.9,143.3,175.89999999999853
10,0.09494112158627663,8949.994966151491,0.3489972820496381,2.1952495196362535e-05,84.7,98.4,115.2,137.4,165.29999999999913
11,0.1081875924198013,23589.8892092768,0.24688332215690895,8.127075040008963e-05,86.5,100.0,118.10000000000001,144.5,178.79999999999836
12,0.11413499785596129,53542.3774978819,0.29533086616109444,0.00010727664467040927,87.10000000000001,99.30000000000001,114.7,136.1,163.19999999999925
13,0.10213544429035995,25157.65974056026,0.39382851223441645,2.9802296524014564e-05,87.4,99.80000000000001,114.5,133.3,156.39999999999964
14,0.10389647298603502,20174.446556730196,0.31797983287700876,0.0001997706899012685,84.5,98.2,114.5,136.5,164.1999999999992
15,0.10156512021695083,21128.753353953194,0.37297014325392047,2.0500978650492652e-05,86.9,99.5,114.7,134.4,158.7999999999995
16,0.10487577342677445,36990.21943261614,0.35962557152036645,1.1744257411467531e-05,90.0,102.2,117.2,136.9,161.29999999999936
17,0.11170098493921116,34413.61578577099,0.2605444146835209,1.930263623847675e-05,87.2,99.80000000000001,116.7,141.1,172.59999999999872
