,rate,beta,s,lambda,q=0.1,q=0.25,q=0.5,q=0.75,q=0.9
1258,0.10108285642446851,11048.629035727936,0.6391390326206592,0.00037851811430584403,72.0,85.10000000000001,97.9,111.7,126.80000000000001
1259,0.07513446160981894,2674.3892640422546,1.6329587805821835,0.00010991439002929953,68.10000000000001,82.7,96.4,108.80000000000001,120.0
1260,0.07825806433670744,3974.0333464059536,1.5279254774815423,0.00021079985453329686,70.3,85.0,98.4,110.60000000000001,121.7
1261,0.08638183919404478,5232.511605047138,1.0028229763804941,0.00024883985560873175,71.5,85.4,98.60000000000001,111.4,124.10000000000001
1262,0.08960734336793554,6081.887392142834,0.898529301643258,0.0001939563363281782,72.4,85.60000000000001,98.5,111.5,124.7
1263,0.09769075853945011,11642.440625102248,0.7927579133478546,0.0004020266661365894,72.4,85.9,98.4,111.10000000000001,124.4
1264,0.09746311799946786,9524.891884407232,0.6366119134833262,0.0008981100172206185,67.2,84.5,98.80000000000001,113.30000000000001,129.0
1265,0.09090054286022495,8811.019725540978,1.0509830647136669,0.0002844585590436629,72.7,86.2,98.60000000000001,110.60000000000001,122.4
1266,0.08782853006731742,6636.762693481809,1.1154234791816555,0.0002504746733882072,71.7,85.30000000000001,98.0,110.10000000000001,121.9
1267,0.0934542483224636,9132.898934916026,0.9100883344514211,0.0002293577917197648,73.2,86.2,98.5,110.9,123.5
1268,0.09422561030732612,8396.236547788423,0.8112378157371897,0.0007016573788385279,68.2,84.0,97.5,110.7,124.2
1269,0.0848546421736778,4935.607472322337,1.0934736444856636,0.0001393079748407661,72.10000000000001,85.60000000000001,98.5,111.10000000000001,123.30000000000001
1270,0.09034481419928629,9791.777069266123,1.1431837275876,0.00031805439991752657,73.0,86.7,99.10000000000001,110.80000000000001,122.0
1271,0.08937333935983774,7821.868766280658,1.0259244784369665,0.00021869021135596968,73.5,86.9,99.5,111.80000000000001,123.9
1272,0.0927518776997858,11534.978637775654,1.1287077031497357,0.0003177959445100804,73.0,86.30000000000001,98.5,109.9,121.0
1273,0.08066949537008553,5616.359669741599,1.5986767087327958,0.00014995288453006913,72.4,86.30000000000001,99.2,110.80000000000001,121.4
